%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Significant wave height (m) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Significant wave height (m),MASE-01 Significant wave height (m) quality
2021-10-05 11:22,0.57,not evaluated
2021-10-05 11:52,0.55,not evaluated
2021-10-05 12:22,0.53,not evaluated
2021-10-05 12:52,0.56,not evaluated
2021-10-05 13:22,0.57,not evaluated
2021-10-05 13:52,0.59,not evaluated
2021-10-05 14:22,0.58,not evaluated
2021-10-05 14:52,0.61,not evaluated
2021-10-05 15:22,0.65,not evaluated
2021-10-05 15:52,0.63,not evaluated
2021-10-05 16:22,0.69,not evaluated
2021-10-05 16:52,0.75,not evaluated
2021-10-05 17:22,0.76,not evaluated
2021-10-05 17:52,0.73,not evaluated
2021-10-05 18:22,0.72,not evaluated
2021-10-05 18:52,0.77,not evaluated
2021-10-05 19:22,0.70,not evaluated
2021-10-05 19:52,0.78,not evaluated
2021-10-05 20:22,0.78,not evaluated
2021-10-05 20:52,0.73,not evaluated
2021-10-05 21:22,0.68,not evaluated
2021-10-05 21:52,0.62,not evaluated
2021-10-05 22:22,0.60,not evaluated
2021-10-05 22:52,0.62,not evaluated
2021-10-05 23:22,0.60,not evaluated
2021-10-05 23:52,0.60,not evaluated
2021-10-06 00:22,0.61,not evaluated
2021-10-06 00:52,0.62,not evaluated
2021-10-06 01:22,0.63,not evaluated
2021-10-06 01:52,0.65,not evaluated
2021-10-06 02:22,0.64,not evaluated
2021-10-06 02:52,0.66,not evaluated
2021-10-06 03:22,0.67,not evaluated
2021-10-06 03:52,0.66,not evaluated
2021-10-06 04:22,0.67,not evaluated
2021-10-06 04:52,0.73,not evaluated
2021-10-06 05:22,0.71,not evaluated
2021-10-06 05:52,0.80,not evaluated
2021-10-06 06:22,0.83,not evaluated
2021-10-06 06:52,0.92,not evaluated
2021-10-06 07:22,0.98,not evaluated
2021-10-06 07:52,0.97,not evaluated
2021-10-06 08:22,0.95,not evaluated
2021-10-06 08:52,0.98,not evaluated
2021-10-06 09:22,1.00,not evaluated
2021-10-06 09:52,1.02,not evaluated
2021-10-06 10:22,0.97,not evaluated
2021-10-06 10:52,1.01,not evaluated
2021-10-06 11:22,1.03,not evaluated
2021-10-06 11:52,1.07,not evaluated
2021-10-06 12:22,1.07,not evaluated
2021-10-06 12:52,1.05,not evaluated
2021-10-06 13:22,1.06,not evaluated
2021-10-06 13:52,1.05,not evaluated
2021-10-06 14:22,1.04,not evaluated
2021-10-06 14:52,1.16,not evaluated
2021-10-06 15:22,1.12,not evaluated
2021-10-06 15:52,1.14,not evaluated
2021-10-06 16:22,1.21,not evaluated
2021-10-06 16:52,1.19,not evaluated
2021-10-06 17:22,1.20,not evaluated
2021-10-06 17:52,1.22,not evaluated
2021-10-06 18:22,1.22,not evaluated
2021-10-06 18:52,1.26,not evaluated
2021-10-06 19:22,1.25,not evaluated
2021-10-06 19:52,1.26,not evaluated
2021-10-06 20:22,1.38,not evaluated
2021-10-06 20:52,1.24,not evaluated
2021-10-06 21:22,1.28,not evaluated
2021-10-06 21:52,1.27,not evaluated
2021-10-06 22:22,1.30,not evaluated
2021-10-06 22:52,1.45,not evaluated
2021-10-06 23:22,1.31,not evaluated
2021-10-06 23:52,1.29,not evaluated
2021-10-07 00:22,1.26,not evaluated
2021-10-07 00:52,1.29,not evaluated
2021-10-07 01:22,1.29,not evaluated
2021-10-07 01:52,1.29,not evaluated
2021-10-07 02:22,1.26,not evaluated
2021-10-07 02:52,1.27,not evaluated
2021-10-07 03:22,1.21,not evaluated
2021-10-07 03:52,1.15,not evaluated
2021-10-07 04:22,1.17,not evaluated
2021-10-07 04:52,1.22,not evaluated
2021-10-07 05:22,1.28,not evaluated
2021-10-07 05:52,1.30,not evaluated
2021-10-07 06:22,1.22,not evaluated
2021-10-07 06:52,1.26,not evaluated
2021-10-07 07:22,1.24,not evaluated
2021-10-07 07:52,1.31,not evaluated
2021-10-07 08:22,1.26,not evaluated
2021-10-07 08:52,1.32,not evaluated
2021-10-07 09:22,1.35,not evaluated
2021-10-07 09:52,1.27,not evaluated
2021-10-07 10:22,1.20,not evaluated
2021-10-07 10:52,1.15,not evaluated
2021-10-07 11:22,1.03,not evaluated
2021-10-07 11:52,0.94,not evaluated
2021-10-07 12:22,0.94,not evaluated
2021-10-07 12:52,0.93,not evaluated
2021-10-07 13:22,0.88,not evaluated
2021-10-07 13:52,0.89,not evaluated
2021-10-07 14:22,0.88,not evaluated
2021-10-07 14:52,0.93,not evaluated
2021-10-07 15:22,0.91,not evaluated
2021-10-07 15:52,1.02,not evaluated
2021-10-07 16:22,1.05,not evaluated
2021-10-07 16:52,0.97,not evaluated
2021-10-07 17:22,0.89,not evaluated
2021-10-07 17:52,0.91,not evaluated
2021-10-07 18:22,0.94,not evaluated
2021-10-07 18:52,0.90,not evaluated
2021-10-07 19:22,0.92,not evaluated
2021-10-07 19:52,0.96,not evaluated
2021-10-07 20:22,0.98,not evaluated
2021-10-07 20:52,1.02,not evaluated
2021-10-07 21:22,1.01,not evaluated
2021-10-07 21:52,1.06,not evaluated
2021-10-07 22:22,1.08,not evaluated
2021-10-07 22:52,1.05,not evaluated
2021-10-07 23:22,1.00,not evaluated
2021-10-07 23:52,1.04,not evaluated
2021-10-08 00:22,1.02,not evaluated
2021-10-08 00:52,0.96,not evaluated
2021-10-08 01:22,1.00,not evaluated
2021-10-08 01:52,0.95,not evaluated
2021-10-08 02:22,0.90,not evaluated
2021-10-08 02:52,0.86,not evaluated
2021-10-08 03:22,0.80,not evaluated
2021-10-08 03:52,0.78,not evaluated
2021-10-08 04:22,0.85,not evaluated
2021-10-08 04:52,0.87,not evaluated
2021-10-08 05:22,0.93,not evaluated
2021-10-08 05:52,0.89,not evaluated
2021-10-08 06:22,1.00,not evaluated
2021-10-08 06:52,1.00,not evaluated
2021-10-08 07:22,0.98,not evaluated
2021-10-08 07:52,0.95,not evaluated
2021-10-08 08:22,0.96,not evaluated
2021-10-08 08:52,0.89,not evaluated
2021-10-08 09:22,0.93,not evaluated
2021-10-08 09:52,0.91,not evaluated
2021-10-08 10:22,0.82,not evaluated
2021-10-08 10:52,0.82,not evaluated
2021-10-08 11:22,0.76,not evaluated
2021-10-08 11:52,0.77,not evaluated
2021-10-08 12:22,0.72,not evaluated
2021-10-08 12:52,0.69,not evaluated
2021-10-08 13:22,0.66,not evaluated
2021-10-08 13:52,0.65,not evaluated
2021-10-08 14:22,0.65,not evaluated
2021-10-08 14:52,0.61,not evaluated
2021-10-08 15:22,0.60,not evaluated
2021-10-08 15:52,0.58,not evaluated
2021-10-08 16:22,0.60,not evaluated
2021-10-08 16:52,0.59,not evaluated
2021-10-08 17:22,0.59,not evaluated
2021-10-08 17:52,0.60,not evaluated
2021-10-08 18:22,0.61,not evaluated
2021-10-08 18:52,0.63,not evaluated
2021-10-08 19:22,0.64,not evaluated
2021-10-08 19:52,0.63,not evaluated
2021-10-08 20:22,0.65,not evaluated
2021-10-08 20:52,0.63,not evaluated
2021-10-08 21:22,0.67,not evaluated
2021-10-08 21:52,0.71,not evaluated
2021-10-08 22:22,0.75,not evaluated
2021-10-08 22:52,0.77,not evaluated
2021-10-08 23:22,0.85,not evaluated
2021-10-08 23:52,0.79,not evaluated
2021-10-09 00:22,0.80,not evaluated
2021-10-09 00:52,0.84,not evaluated
2021-10-09 01:22,0.80,not evaluated
2021-10-09 01:52,0.84,not evaluated
2021-10-09 02:22,0.89,not evaluated
2021-10-09 02:52,0.84,not evaluated
2021-10-09 03:22,0.80,not evaluated
2021-10-09 03:52,0.82,not evaluated
2021-10-09 04:22,0.82,not evaluated
2021-10-09 04:52,0.84,not evaluated
2021-10-09 05:22,0.84,not evaluated
2021-10-09 05:52,0.90,not evaluated
2021-10-09 06:22,0.90,not evaluated
2021-10-09 06:52,0.93,not evaluated
2021-10-09 07:22,0.90,not evaluated
2021-10-09 07:52,0.94,not evaluated
2021-10-09 08:22,0.94,not evaluated
2021-10-09 08:52,0.99,not evaluated
2021-10-09 09:22,0.99,not evaluated
2021-10-09 09:52,0.96,not evaluated
2021-10-09 10:22,0.94,not evaluated
2021-10-09 10:52,0.97,not evaluated
2021-10-09 11:22,0.98,not evaluated
2021-10-09 11:52,0.94,not evaluated
2021-10-09 12:22,0.93,not evaluated
2021-10-09 12:52,0.86,not evaluated
2021-10-09 13:22,0.96,not evaluated
2021-10-09 13:52,0.98,not evaluated
2021-10-09 14:22,0.96,not evaluated
2021-10-09 14:52,1.04,not evaluated
2021-10-09 15:22,1.13,not evaluated
2021-10-09 15:52,1.19,not evaluated
2021-10-09 16:22,1.37,not evaluated
2021-10-09 16:52,1.43,not evaluated
2021-10-09 17:22,1.47,not evaluated
2021-10-09 17:52,1.42,not evaluated
2021-10-09 18:22,1.42,not evaluated
2021-10-09 18:52,1.29,not evaluated
2021-10-09 19:22,1.31,not evaluated
2021-10-09 19:52,1.22,not evaluated
2021-10-09 20:22,1.18,not evaluated
2021-10-09 20:52,1.21,not evaluated
2021-10-09 21:22,1.16,not evaluated
2021-10-09 21:52,1.17,not evaluated
2021-10-09 22:22,1.14,not evaluated
2021-10-09 22:52,1.12,not evaluated
2021-10-09 23:22,1.21,not evaluated
2021-10-09 23:52,1.16,not evaluated
2021-10-10 00:22,1.10,not evaluated
2021-10-10 00:52,1.09,not evaluated
2021-10-10 01:22,1.13,not evaluated
2021-10-10 01:52,1.10,not evaluated
2021-10-10 02:22,1.04,not evaluated
2021-10-10 02:52,1.04,not evaluated
2021-10-10 03:22,1.04,not evaluated
2021-10-10 03:52,1.10,not evaluated
2021-10-10 04:22,1.05,not evaluated
2021-10-10 04:52,1.06,not evaluated
2021-10-10 05:22,0.94,not evaluated
2021-10-10 05:52,0.95,not evaluated
2021-10-10 06:22,0.94,not evaluated
2021-10-10 06:52,0.91,not evaluated
2021-10-10 07:22,0.95,not evaluated
2021-10-10 07:52,0.83,not evaluated
2021-10-10 08:22,0.87,not evaluated
2021-10-10 08:52,0.87,not evaluated
2021-10-10 09:22,0.89,not evaluated
2021-10-10 09:52,0.85,not evaluated
2021-10-10 10:22,0.86,not evaluated
2021-10-10 10:52,0.90,not evaluated
2021-10-10 11:22,0.84,not evaluated
2021-10-10 11:52,0.91,not evaluated
2021-10-10 12:22,0.87,not evaluated
2021-10-10 12:52,0.86,not evaluated
2021-10-10 13:22,0.87,not evaluated
2021-10-10 13:52,0.81,not evaluated
2021-10-10 14:22,0.77,not evaluated
2021-10-10 14:52,0.76,not evaluated
2021-10-10 15:22,0.72,not evaluated
2021-10-10 15:52,0.71,not evaluated
2021-10-10 16:22,0.74,not evaluated
2021-10-10 16:52,0.64,not evaluated
2021-10-10 17:22,0.64,not evaluated
2021-10-10 17:52,0.65,not evaluated
2021-10-10 18:22,0.68,not evaluated
2021-10-10 18:52,0.69,not evaluated
2021-10-10 19:22,0.72,not evaluated
2021-10-10 19:52,0.76,not evaluated
2021-10-10 20:22,0.78,not evaluated
2021-10-10 20:52,0.73,not evaluated
2021-10-10 21:22,0.75,not evaluated
2021-10-10 21:52,0.78,not evaluated
2021-10-10 22:22,0.76,not evaluated
2021-10-10 22:52,0.78,not evaluated
2021-10-10 23:22,0.78,not evaluated
2021-10-10 23:52,0.87,not evaluated
2021-10-11 00:22,0.85,not evaluated
2021-10-11 00:52,0.86,not evaluated
2021-10-11 01:22,0.86,not evaluated
2021-10-11 01:52,0.86,not evaluated
2021-10-11 02:22,0.86,not evaluated
2021-10-11 02:52,0.85,not evaluated
2021-10-11 03:22,0.82,not evaluated
2021-10-11 03:52,0.76,not evaluated
2021-10-11 04:22,0.77,not evaluated
2021-10-11 04:52,0.80,not evaluated
2021-10-11 05:22,0.77,not evaluated
2021-10-11 05:52,0.77,not evaluated
2021-10-11 06:22,0.76,not evaluated
2021-10-11 06:52,0.78,not evaluated
2021-10-11 07:22,0.78,not evaluated
2021-10-11 07:52,0.74,not evaluated
2021-10-11 08:22,0.73,not evaluated
2021-10-11 08:52,0.71,not evaluated
2021-10-11 09:22,0.66,not evaluated
2021-10-11 09:52,0.63,not evaluated
2021-10-11 10:22,0.66,not evaluated
2021-10-11 10:52,0.67,not evaluated
2021-10-11 11:22,0.65,not evaluated
2021-10-11 11:52,0.65,not evaluated
2021-10-11 12:22,0.63,not evaluated
2021-10-11 12:52,0.61,not evaluated
2021-10-11 13:22,0.61,not evaluated
2021-10-11 13:52,0.57,not evaluated
2021-10-11 14:22,0.54,not evaluated
2021-10-11 14:52,0.54,not evaluated
2021-10-11 15:22,0.53,not evaluated
2021-10-11 15:52,0.52,not evaluated
2021-10-11 16:22,0.50,not evaluated
2021-10-11 16:52,0.52,not evaluated
2021-10-11 17:22,0.50,not evaluated
2021-10-11 17:52,0.49,not evaluated
2021-10-11 18:22,0.54,not evaluated
2021-10-11 18:52,0.53,not evaluated
2021-10-11 19:22,0.52,not evaluated
2021-10-11 19:52,0.56,not evaluated
2021-10-11 20:22,0.54,not evaluated
2021-10-11 20:52,0.55,not evaluated
2021-10-11 21:22,0.57,not evaluated
2021-10-11 21:52,0.59,not evaluated
2021-10-11 22:22,0.62,not evaluated
2021-10-11 22:52,0.61,not evaluated
2021-10-11 23:22,0.64,not evaluated
2021-10-11 23:52,0.63,not evaluated
2021-10-12 00:22,0.66,not evaluated
2021-10-12 00:52,0.68,not evaluated
2021-10-12 01:22,0.67,not evaluated
2021-10-12 01:52,0.63,not evaluated
2021-10-12 02:22,0.66,not evaluated
2021-10-12 02:52,0.65,not evaluated
2021-10-12 03:22,0.60,not evaluated
2021-10-12 03:52,0.63,not evaluated
2021-10-12 04:22,0.57,not evaluated
2021-10-12 04:52,0.62,not evaluated
2021-10-12 05:22,0.60,not evaluated
2021-10-12 05:52,0.58,not evaluated
2021-10-12 06:22,0.58,not evaluated
2021-10-12 06:52,0.56,not evaluated
2021-10-12 07:22,0.58,not evaluated
2021-10-12 07:52,0.58,not evaluated
2021-10-12 08:22,0.57,not evaluated
2021-10-12 08:52,0.60,not evaluated
2021-10-12 09:22,0.58,not evaluated
2021-10-12 09:52,0.57,not evaluated
2021-10-12 10:22,0.59,not evaluated
2021-10-12 10:52,0.60,not evaluated
2021-10-12 11:22,0.60,not evaluated
2021-10-12 11:52,0.57,not evaluated
2021-10-12 12:22,0.58,not evaluated
2021-10-12 12:52,0.54,not evaluated
2021-10-12 13:22,0.55,not evaluated
2021-10-12 13:52,0.52,not evaluated
2021-10-12 14:22,0.48,not evaluated
2021-10-12 14:52,0.49,not evaluated
2021-10-12 15:22,0.47,not evaluated
2021-10-12 15:52,0.49,not evaluated
2021-10-12 16:22,0.51,not evaluated
2021-10-12 16:52,0.49,not evaluated
2021-10-12 17:22,0.47,not evaluated
2021-10-12 17:52,0.48,not evaluated
2021-10-12 18:22,0.47,not evaluated
2021-10-12 18:52,0.45,not evaluated
2021-10-12 19:22,0.45,not evaluated
2021-10-12 19:52,0.46,not evaluated
2021-10-12 20:22,0.48,not evaluated
2021-10-12 20:52,0.42,not evaluated
2021-10-12 21:22,0.42,not evaluated
2021-10-12 21:52,0.44,not evaluated
2021-10-12 22:22,0.47,not evaluated
2021-10-12 22:52,0.45,not evaluated
2021-10-12 23:22,0.43,not evaluated
2021-10-12 23:52,0.45,not evaluated
2021-10-13 00:22,0.45,not evaluated
2021-10-13 00:52,0.44,not evaluated
2021-10-13 01:22,0.44,not evaluated
2021-10-13 01:52,0.45,not evaluated
2021-10-13 02:22,0.44,not evaluated
2021-10-13 02:52,0.46,not evaluated
2021-10-13 03:22,0.44,not evaluated
2021-10-13 03:52,0.45,not evaluated
2021-10-13 04:22,0.42,not evaluated
2021-10-13 04:52,0.40,not evaluated
2021-10-13 05:22,0.46,not evaluated
2021-10-13 05:52,0.43,not evaluated
2021-10-13 06:22,0.44,not evaluated
2021-10-13 06:52,0.43,not evaluated
2021-10-13 07:22,0.39,not evaluated
2021-10-13 07:52,0.41,not evaluated
2021-10-13 08:22,0.44,not evaluated
2021-10-13 08:52,0.44,not evaluated
2021-10-13 09:22,0.49,not evaluated
2021-10-13 09:52,0.45,not evaluated
2021-10-13 10:22,0.48,not evaluated
2021-10-13 10:52,0.49,not evaluated
2021-10-13 11:22,0.52,not evaluated
2021-10-13 11:52,0.53,not evaluated
2021-10-13 12:22,0.52,not evaluated
2021-10-13 12:52,0.54,not evaluated
2021-10-13 13:22,0.55,not evaluated
2021-10-13 13:52,0.54,not evaluated
2021-10-13 14:22,0.55,not evaluated
2021-10-13 14:52,0.53,not evaluated
2021-10-13 15:22,0.53,not evaluated
2021-10-13 15:52,0.50,not evaluated
2021-10-13 16:22,0.54,not evaluated
2021-10-13 16:52,0.52,not evaluated
2021-10-13 17:22,0.55,not evaluated
2021-10-13 17:52,0.51,not evaluated
2021-10-13 18:22,0.50,not evaluated
2021-10-13 18:52,0.51,not evaluated
2021-10-13 19:22,0.49,not evaluated
2021-10-13 19:52,0.50,not evaluated
2021-10-13 20:22,0.49,not evaluated
2021-10-13 20:52,0.49,not evaluated
2021-10-13 21:22,0.47,not evaluated
2021-10-13 21:52,0.50,not evaluated
2021-10-13 22:22,0.51,not evaluated
2021-10-13 22:52,0.50,not evaluated
2021-10-13 23:22,0.54,not evaluated
2021-10-13 23:52,0.57,not evaluated
2021-10-14 00:22,0.53,not evaluated
2021-10-14 00:52,0.51,not evaluated
2021-10-14 01:22,0.50,not evaluated
2021-10-14 01:52,0.57,not evaluated
2021-10-14 02:22,0.56,not evaluated
2021-10-14 02:52,0.56,not evaluated
2021-10-14 03:22,0.56,not evaluated
2021-10-14 03:52,0.52,not evaluated
2021-10-14 04:22,0.50,not evaluated
2021-10-14 04:52,0.51,not evaluated
2021-10-14 05:22,0.52,not evaluated
2021-10-14 05:52,0.54,not evaluated
2021-10-14 06:22,0.47,not evaluated
2021-10-14 06:52,0.48,not evaluated
2021-10-14 07:22,0.50,not evaluated
2021-10-14 07:52,0.50,not evaluated
2021-10-14 08:22,0.49,not evaluated
2021-10-14 08:52,0.52,not evaluated
2021-10-14 09:22,0.49,not evaluated
2021-10-14 09:52,0.49,not evaluated
2021-10-14 10:22,0.45,not evaluated
2021-10-14 10:52,0.49,not evaluated
2021-10-14 11:22,0.49,not evaluated
2021-10-14 11:52,0.48,not evaluated
2021-10-14 12:22,0.49,not evaluated
2021-10-14 12:52,0.51,not evaluated
2021-10-14 13:22,0.51,not evaluated
2021-10-14 13:52,0.50,not evaluated
2021-10-14 14:22,0.50,not evaluated
2021-10-14 14:52,0.51,not evaluated
2021-10-14 15:22,0.52,not evaluated
2021-10-14 15:52,0.51,not evaluated
2021-10-14 16:22,0.53,not evaluated
2021-10-14 16:52,0.50,not evaluated
2021-10-14 17:22,0.48,not evaluated
2021-10-14 17:52,0.50,not evaluated
2021-10-14 18:22,0.49,not evaluated
2021-10-14 18:52,0.50,not evaluated
2021-10-14 19:22,0.47,not evaluated
2021-10-14 19:52,0.51,not evaluated
2021-10-14 20:22,0.52,not evaluated
2021-10-14 20:52,0.46,not evaluated
2021-10-14 21:22,0.44,not evaluated
2021-10-14 21:52,0.49,not evaluated
2021-10-14 22:22,0.47,not evaluated
2021-10-14 22:52,0.45,not evaluated
2021-10-14 23:22,0.47,not evaluated
2021-10-14 23:52,0.48,not evaluated
2021-10-15 00:22,0.45,not evaluated
2021-10-15 00:52,0.50,not evaluated
2021-10-15 01:22,0.49,not evaluated
2021-10-15 01:52,0.50,not evaluated
2021-10-15 02:22,0.50,not evaluated
2021-10-15 02:52,0.49,not evaluated
2021-10-15 03:22,0.48,not evaluated
2021-10-15 03:52,0.48,not evaluated
2021-10-15 04:22,0.48,not evaluated
2021-10-15 04:52,0.45,not evaluated
2021-10-15 05:22,0.50,not evaluated
2021-10-15 05:52,0.45,not evaluated
2021-10-15 06:22,0.45,not evaluated
2021-10-15 06:52,0.43,not evaluated
2021-10-15 07:22,0.43,not evaluated
2021-10-15 07:52,0.43,not evaluated
2021-10-15 08:22,0.41,not evaluated
2021-10-15 08:52,0.42,not evaluated
2021-10-15 09:22,0.39,not evaluated
2021-10-15 09:52,0.40,not evaluated
2021-10-15 10:22,0.42,not evaluated
2021-10-15 10:52,0.41,not evaluated
2021-10-15 11:22,0.43,not evaluated
2021-10-15 11:52,0.42,not evaluated
2021-10-15 12:22,0.38,not evaluated
2021-10-15 12:52,0.40,not evaluated
2021-10-15 13:22,0.44,not evaluated
2021-10-15 13:52,0.41,not evaluated
2021-10-15 14:22,0.43,not evaluated
2021-10-15 14:52,0.42,not evaluated
2021-10-15 15:22,0.46,not evaluated
2021-10-15 15:52,0.48,not evaluated
2021-10-15 16:22,0.48,not evaluated
2021-10-15 16:52,0.46,not evaluated
2021-10-15 17:22,0.49,not evaluated
2021-10-15 17:52,0.50,not evaluated
2021-10-15 18:22,0.47,not evaluated
2021-10-15 18:52,0.46,not evaluated
2021-10-15 19:22,0.45,not evaluated
2021-10-15 19:52,0.45,not evaluated
2021-10-15 20:22,0.45,not evaluated
2021-10-15 20:52,0.42,not evaluated
2021-10-15 21:22,0.40,not evaluated
2021-10-15 21:52,0.42,not evaluated
2021-10-15 22:22,0.42,not evaluated
2021-10-15 22:52,0.42,not evaluated
2021-10-15 23:22,0.40,not evaluated
2021-10-15 23:52,0.41,not evaluated
2021-10-16 00:22,0.42,not evaluated
2021-10-16 00:52,0.42,not evaluated
2021-10-16 01:22,0.44,not evaluated
2021-10-16 01:52,0.42,not evaluated
2021-10-16 02:22,0.44,not evaluated
2021-10-16 02:52,0.45,not evaluated
2021-10-16 03:22,0.43,not evaluated
2021-10-16 03:52,0.43,not evaluated
2021-10-16 04:22,0.41,not evaluated
2021-10-16 04:52,0.44,not evaluated
2021-10-16 05:22,0.44,not evaluated
2021-10-16 05:52,0.40,not evaluated
2021-10-16 06:22,0.41,not evaluated
2021-10-16 06:52,0.41,not evaluated
2021-10-16 07:22,0.41,not evaluated
2021-10-16 07:52,0.41,not evaluated
2021-10-16 08:22,0.40,not evaluated
2021-10-16 08:52,0.41,not evaluated
2021-10-16 09:22,0.40,not evaluated
2021-10-16 09:52,0.42,not evaluated
2021-10-16 10:22,0.40,not evaluated
2021-10-16 10:52,0.40,not evaluated
2021-10-16 11:22,0.42,not evaluated
2021-10-16 11:52,0.42,not evaluated
2021-10-16 12:22,0.44,not evaluated
2021-10-16 12:52,0.47,not evaluated
2021-10-16 13:22,0.47,not evaluated
2021-10-16 13:52,0.50,not evaluated
2021-10-16 14:22,0.57,not evaluated
2021-10-16 14:52,0.56,not evaluated
2021-10-16 15:22,0.56,not evaluated
2021-10-16 15:52,0.62,not evaluated
2021-10-16 16:22,0.62,not evaluated
2021-10-16 16:52,0.63,not evaluated
2021-10-16 17:22,0.60,not evaluated
2021-10-16 17:52,0.63,not evaluated
2021-10-16 18:22,0.61,not evaluated
2021-10-16 18:52,0.58,not evaluated
2021-10-16 19:22,0.59,not evaluated
2021-10-16 19:52,0.59,not evaluated
2021-10-16 20:22,0.55,not evaluated
2021-10-16 20:52,0.56,not evaluated
2021-10-16 21:22,0.47,not evaluated
2021-10-16 21:52,0.46,not evaluated
2021-10-16 22:22,0.43,not evaluated
2021-10-16 22:52,0.40,not evaluated
2021-10-16 23:22,0.43,not evaluated
2021-10-16 23:52,0.46,not evaluated
2021-10-17 00:22,0.47,not evaluated
2021-10-17 00:52,0.49,not evaluated
2021-10-17 01:22,0.48,not evaluated
2021-10-17 01:52,0.47,not evaluated
2021-10-17 02:22,0.47,not evaluated
2021-10-17 02:52,0.45,not evaluated
2021-10-17 03:22,0.47,not evaluated
2021-10-17 03:52,0.47,not evaluated
2021-10-17 04:22,0.47,not evaluated
2021-10-17 04:52,0.44,not evaluated
2021-10-17 05:22,0.41,not evaluated
2021-10-17 05:52,0.40,not evaluated
2021-10-17 06:22,0.38,not evaluated
2021-10-17 06:52,0.41,not evaluated
2021-10-17 07:22,0.38,not evaluated
2021-10-17 07:52,0.38,not evaluated
2021-10-17 08:22,0.38,not evaluated
2021-10-17 08:52,0.38,not evaluated
2021-10-17 09:22,0.40,not evaluated
2021-10-17 09:52,0.41,not evaluated
2021-10-17 10:22,0.44,not evaluated
2021-10-17 10:52,0.43,not evaluated
2021-10-17 11:22,0.43,not evaluated
2021-10-17 11:52,0.46,not evaluated
2021-10-17 12:22,0.47,not evaluated
2021-10-17 12:52,0.48,not evaluated
2021-10-17 13:22,0.48,not evaluated
2021-10-17 13:52,0.46,not evaluated
2021-10-17 14:22,0.46,not evaluated
2021-10-17 14:52,0.43,not evaluated
2021-10-17 15:22,0.44,not evaluated
2021-10-17 15:52,0.44,not evaluated
2021-10-17 16:22,0.42,not evaluated
2021-10-17 16:52,0.42,not evaluated
2021-10-17 17:22,0.39,not evaluated
2021-10-17 17:52,0.38,not evaluated
2021-10-17 18:22,0.38,not evaluated
2021-10-17 18:52,0.40,not evaluated
2021-10-17 19:22,0.41,not evaluated
2021-10-17 19:52,0.38,not evaluated
2021-10-17 20:22,0.38,not evaluated
2021-10-17 20:52,0.37,not evaluated
2021-10-17 21:22,0.39,not evaluated
2021-10-17 21:52,0.40,not evaluated
