%
% MASE-01 (34.142700 N -77.832600 E)
% The MASE-01 buoy is a Sofar Spotter wave buoy located approximately one-half mile off Masonboro Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% MASE-01 Peak wave direction (deg N) @ 0 m (depth)
%
Time (America/New_York),MASE-01 Peak wave direction (deg N),MASE-01 Peak wave direction (deg N) quality
2021-10-05 11:22,110.61,not evaluated
2021-10-05 11:52,111.99,not evaluated
2021-10-05 12:22,117.90,not evaluated
2021-10-05 12:52,111.70,not evaluated
2021-10-05 13:22,110.82,not evaluated
2021-10-05 13:52,113.23,not evaluated
2021-10-05 14:22,111.20,not evaluated
2021-10-05 14:52,112.56,not evaluated
2021-10-05 15:22,110.06,not evaluated
2021-10-05 15:52,128.53,not evaluated
2021-10-05 16:22,106.95,not evaluated
2021-10-05 16:52,112.30,not evaluated
2021-10-05 17:22,109.23,not evaluated
2021-10-05 17:52,133.32,not evaluated
2021-10-05 18:22,123.05,not evaluated
2021-10-05 18:52,127.38,not evaluated
2021-10-05 19:22,112.81,not evaluated
2021-10-05 19:52,149.05,not evaluated
2021-10-05 20:22,141.84,not evaluated
2021-10-05 20:52,134.23,not evaluated
2021-10-05 21:22,146.00,not evaluated
2021-10-05 21:52,142.34,not evaluated
2021-10-05 22:22,141.40,not evaluated
2021-10-05 22:52,115.70,not evaluated
2021-10-05 23:22,108.64,not evaluated
2021-10-05 23:52,113.73,not evaluated
2021-10-06 00:22,114.81,not evaluated
2021-10-06 00:52,134.55,not evaluated
2021-10-06 01:22,122.68,not evaluated
2021-10-06 01:52,136.18,not evaluated
2021-10-06 02:22,139.44,not evaluated
2021-10-06 02:52,136.03,not evaluated
2021-10-06 03:22,135.36,not evaluated
2021-10-06 03:52,132.21,not evaluated
2021-10-06 04:22,139.77,not evaluated
2021-10-06 04:52,133.18,not evaluated
2021-10-06 05:22,129.17,not evaluated
2021-10-06 05:52,130.64,not evaluated
2021-10-06 06:22,128.35,not evaluated
2021-10-06 06:52,123.51,not evaluated
2021-10-06 07:22,127.66,not evaluated
2021-10-06 07:52,124.96,not evaluated
2021-10-06 08:22,126.08,not evaluated
2021-10-06 08:52,133.09,not evaluated
2021-10-06 09:22,130.11,not evaluated
2021-10-06 09:52,126.81,not evaluated
2021-10-06 10:22,130.41,not evaluated
2021-10-06 10:52,122.84,not evaluated
2021-10-06 11:22,131.80,not evaluated
2021-10-06 11:52,127.05,not evaluated
2021-10-06 12:22,125.60,not evaluated
2021-10-06 12:52,127.77,not evaluated
2021-10-06 13:22,122.55,not evaluated
2021-10-06 13:52,130.20,not evaluated
2021-10-06 14:22,123.56,not evaluated
2021-10-06 14:52,122.72,not evaluated
2021-10-06 15:22,125.27,not evaluated
2021-10-06 15:52,124.09,not evaluated
2021-10-06 16:22,124.01,not evaluated
2021-10-06 16:52,128.90,not evaluated
2021-10-06 17:22,125.50,not evaluated
2021-10-06 17:52,120.60,not evaluated
2021-10-06 18:22,123.84,not evaluated
2021-10-06 18:52,124.19,not evaluated
2021-10-06 19:22,120.88,not evaluated
2021-10-06 19:52,127.03,not evaluated
2021-10-06 20:22,118.29,not evaluated
2021-10-06 20:52,115.53,not evaluated
2021-10-06 21:22,120.72,not evaluated
2021-10-06 21:52,113.53,not evaluated
2021-10-06 22:22,110.69,not evaluated
2021-10-06 22:52,109.19,not evaluated
2021-10-06 23:22,113.34,not evaluated
2021-10-06 23:52,114.73,not evaluated
2021-10-07 00:22,107.77,not evaluated
2021-10-07 00:52,112.08,not evaluated
2021-10-07 01:22,111.06,not evaluated
2021-10-07 01:52,114.17,not evaluated
2021-10-07 02:22,104.01,not evaluated
2021-10-07 02:52,116.67,not evaluated
2021-10-07 03:22,111.06,not evaluated
2021-10-07 03:52,105.02,not evaluated
2021-10-07 04:22,104.42,not evaluated
2021-10-07 04:52,105.98,not evaluated
2021-10-07 05:22,107.59,not evaluated
2021-10-07 05:52,110.87,not evaluated
2021-10-07 06:22,117.62,not evaluated
2021-10-07 06:52,111.31,not evaluated
2021-10-07 07:22,115.31,not evaluated
2021-10-07 07:52,117.58,not evaluated
2021-10-07 08:22,110.55,not evaluated
2021-10-07 08:52,106.01,not evaluated
2021-10-07 09:22,107.13,not evaluated
2021-10-07 09:52,103.59,not evaluated
2021-10-07 10:22,104.40,not evaluated
2021-10-07 10:52,104.04,not evaluated
2021-10-07 11:22,99.13,not evaluated
2021-10-07 11:52,121.27,not evaluated
2021-10-07 12:22,106.05,not evaluated
2021-10-07 12:52,102.73,not evaluated
2021-10-07 13:22,118.53,not evaluated
2021-10-07 13:52,112.92,not evaluated
2021-10-07 14:22,121.36,not evaluated
2021-10-07 14:52,114.97,not evaluated
2021-10-07 15:22,125.51,not evaluated
2021-10-07 15:52,129.25,not evaluated
2021-10-07 16:22,126.61,not evaluated
2021-10-07 16:52,120.86,not evaluated
2021-10-07 17:22,114.55,not evaluated
2021-10-07 17:52,125.35,not evaluated
2021-10-07 18:22,118.16,not evaluated
2021-10-07 18:52,121.24,not evaluated
2021-10-07 19:22,122.19,not evaluated
2021-10-07 19:52,120.56,not evaluated
2021-10-07 20:22,115.06,not evaluated
2021-10-07 20:52,119.57,not evaluated
2021-10-07 21:22,99.21,not evaluated
2021-10-07 21:52,97.18,not evaluated
2021-10-07 22:22,96.94,not evaluated
2021-10-07 22:52,107.57,not evaluated
2021-10-07 23:22,101.59,not evaluated
2021-10-07 23:52,107.65,not evaluated
2021-10-08 00:22,91.26,not evaluated
2021-10-08 00:52,103.48,not evaluated
2021-10-08 01:22,94.39,not evaluated
2021-10-08 01:52,88.13,not evaluated
2021-10-08 02:22,95.38,not evaluated
2021-10-08 02:52,120.73,not evaluated
2021-10-08 03:22,123.35,not evaluated
2021-10-08 03:52,101.57,not evaluated
2021-10-08 04:22,123.74,not evaluated
2021-10-08 04:52,126.25,not evaluated
2021-10-08 05:22,126.89,not evaluated
2021-10-08 05:52,131.25,not evaluated
2021-10-08 06:22,131.52,not evaluated
2021-10-08 06:52,131.36,not evaluated
2021-10-08 07:22,134.25,not evaluated
2021-10-08 07:52,135.90,not evaluated
2021-10-08 08:22,130.65,not evaluated
2021-10-08 08:52,131.72,not evaluated
2021-10-08 09:22,133.12,not evaluated
2021-10-08 09:52,131.17,not evaluated
2021-10-08 10:22,130.78,not evaluated
2021-10-08 10:52,126.33,not evaluated
2021-10-08 11:22,120.08,not evaluated
2021-10-08 11:52,124.60,not evaluated
2021-10-08 12:22,129.03,not evaluated
2021-10-08 12:52,126.55,not evaluated
2021-10-08 13:22,127.51,not evaluated
2021-10-08 13:52,127.72,not evaluated
2021-10-08 14:22,117.35,not evaluated
2021-10-08 14:52,119.42,not evaluated
2021-10-08 15:22,116.80,not evaluated
2021-10-08 15:52,118.40,not evaluated
2021-10-08 16:22,127.12,not evaluated
2021-10-08 16:52,126.69,not evaluated
2021-10-08 17:22,118.46,not evaluated
2021-10-08 17:52,126.01,not evaluated
2021-10-08 18:22,126.89,not evaluated
2021-10-08 18:52,121.24,not evaluated
2021-10-08 19:22,130.28,not evaluated
2021-10-08 19:52,126.29,not evaluated
2021-10-08 20:22,124.87,not evaluated
2021-10-08 20:52,120.55,not evaluated
2021-10-08 21:22,115.70,not evaluated
2021-10-08 21:52,118.51,not evaluated
2021-10-08 22:22,120.45,not evaluated
2021-10-08 22:52,126.49,not evaluated
2021-10-08 23:22,77.32,not evaluated
2021-10-08 23:52,80.34,not evaluated
2021-10-09 00:22,80.80,not evaluated
2021-10-09 00:52,79.47,not evaluated
2021-10-09 01:22,82.01,not evaluated
2021-10-09 01:52,81.45,not evaluated
2021-10-09 02:22,86.31,not evaluated
2021-10-09 02:52,87.63,not evaluated
2021-10-09 03:22,87.60,not evaluated
2021-10-09 03:52,86.27,not evaluated
2021-10-09 04:22,90.00,not evaluated
2021-10-09 04:52,87.93,not evaluated
2021-10-09 05:22,89.16,not evaluated
2021-10-09 05:52,89.81,not evaluated
2021-10-09 06:22,87.66,not evaluated
2021-10-09 06:52,102.00,not evaluated
2021-10-09 07:22,108.76,not evaluated
2021-10-09 07:52,107.52,not evaluated
2021-10-09 08:22,107.55,not evaluated
2021-10-09 08:52,108.34,not evaluated
2021-10-09 09:22,104.76,not evaluated
2021-10-09 09:52,105.04,not evaluated
2021-10-09 10:22,106.13,not evaluated
2021-10-09 10:52,104.39,not evaluated
2021-10-09 11:22,103.44,not evaluated
2021-10-09 11:52,105.65,not evaluated
2021-10-09 12:22,102.86,not evaluated
2021-10-09 12:52,103.98,not evaluated
2021-10-09 13:22,104.20,not evaluated
2021-10-09 13:52,102.19,not evaluated
2021-10-09 14:22,107.28,not evaluated
2021-10-09 14:52,105.23,not evaluated
2021-10-09 15:22,102.16,not evaluated
2021-10-09 15:52,108.64,not evaluated
2021-10-09 16:22,105.11,not evaluated
2021-10-09 16:52,99.37,not evaluated
2021-10-09 17:22,101.34,not evaluated
2021-10-09 17:52,100.09,not evaluated
2021-10-09 18:22,98.36,not evaluated
2021-10-09 18:52,98.60,not evaluated
2021-10-09 19:22,101.65,not evaluated
2021-10-09 19:52,99.36,not evaluated
2021-10-09 20:22,96.19,not evaluated
2021-10-09 20:52,95.81,not evaluated
2021-10-09 21:22,99.85,not evaluated
2021-10-09 21:52,98.81,not evaluated
2021-10-09 22:22,104.57,not evaluated
2021-10-09 22:52,98.31,not evaluated
2021-10-09 23:22,97.34,not evaluated
2021-10-09 23:52,96.83,not evaluated
2021-10-10 00:22,95.02,not evaluated
2021-10-10 00:52,103.95,not evaluated
2021-10-10 01:22,100.99,not evaluated
2021-10-10 01:52,98.08,not evaluated
2021-10-10 02:22,100.59,not evaluated
2021-10-10 02:52,99.99,not evaluated
2021-10-10 03:22,104.28,not evaluated
2021-10-10 03:52,99.30,not evaluated
2021-10-10 04:22,96.60,not evaluated
2021-10-10 04:52,97.65,not evaluated
2021-10-10 05:22,100.40,not evaluated
2021-10-10 05:52,102.26,not evaluated
2021-10-10 06:22,103.23,not evaluated
2021-10-10 06:52,91.44,not evaluated
2021-10-10 07:22,100.65,not evaluated
2021-10-10 07:52,97.78,not evaluated
2021-10-10 08:22,102.33,not evaluated
2021-10-10 08:52,97.72,not evaluated
2021-10-10 09:22,99.72,not evaluated
2021-10-10 09:52,95.27,not evaluated
2021-10-10 10:22,95.84,not evaluated
2021-10-10 10:52,96.56,not evaluated
2021-10-10 11:22,98.30,not evaluated
2021-10-10 11:52,98.71,not evaluated
2021-10-10 12:22,98.49,not evaluated
2021-10-10 12:52,97.41,not evaluated
2021-10-10 13:22,99.79,not evaluated
2021-10-10 13:52,96.35,not evaluated
2021-10-10 14:22,99.25,not evaluated
2021-10-10 14:52,93.72,not evaluated
2021-10-10 15:22,98.83,not evaluated
2021-10-10 15:52,97.82,not evaluated
2021-10-10 16:22,99.45,not evaluated
2021-10-10 16:52,97.36,not evaluated
2021-10-10 17:22,99.72,not evaluated
2021-10-10 17:52,100.98,not evaluated
2021-10-10 18:22,94.06,not evaluated
2021-10-10 18:52,97.52,not evaluated
2021-10-10 19:22,101.33,not evaluated
2021-10-10 19:52,100.36,not evaluated
2021-10-10 20:22,87.23,not evaluated
2021-10-10 20:52,101.52,not evaluated
2021-10-10 21:22,102.03,not evaluated
2021-10-10 21:52,99.18,not evaluated
2021-10-10 22:22,95.12,not evaluated
2021-10-10 22:52,94.86,not evaluated
2021-10-10 23:22,96.48,not evaluated
2021-10-10 23:52,95.14,not evaluated
2021-10-11 00:22,99.00,not evaluated
2021-10-11 00:52,102.33,not evaluated
2021-10-11 01:22,89.64,not evaluated
2021-10-11 01:52,89.34,not evaluated
2021-10-11 02:22,85.27,not evaluated
2021-10-11 02:52,97.65,not evaluated
2021-10-11 03:22,89.47,not evaluated
2021-10-11 03:52,88.68,not evaluated
2021-10-11 04:22,97.72,not evaluated
2021-10-11 04:52,96.33,not evaluated
2021-10-11 05:22,92.78,not evaluated
2021-10-11 05:52,102.11,not evaluated
2021-10-11 06:22,89.40,not evaluated
2021-10-11 06:52,94.51,not evaluated
2021-10-11 07:22,97.20,not evaluated
2021-10-11 07:52,96.77,not evaluated
2021-10-11 08:22,93.62,not evaluated
2021-10-11 08:52,99.82,not evaluated
2021-10-11 09:22,99.48,not evaluated
2021-10-11 09:52,101.25,not evaluated
2021-10-11 10:22,91.00,not evaluated
2021-10-11 10:52,100.29,not evaluated
2021-10-11 11:22,104.13,not evaluated
2021-10-11 11:52,98.47,not evaluated
2021-10-11 12:22,99.93,not evaluated
2021-10-11 12:52,105.92,not evaluated
2021-10-11 13:22,103.60,not evaluated
2021-10-11 13:52,95.47,not evaluated
2021-10-11 14:22,98.64,not evaluated
2021-10-11 14:52,102.38,not evaluated
2021-10-11 15:22,101.87,not evaluated
2021-10-11 15:52,105.44,not evaluated
2021-10-11 16:22,106.43,not evaluated
2021-10-11 16:52,109.69,not evaluated
2021-10-11 17:22,105.06,not evaluated
2021-10-11 17:52,104.62,not evaluated
2021-10-11 18:22,107.43,not evaluated
2021-10-11 18:52,103.83,not evaluated
2021-10-11 19:22,102.61,not evaluated
2021-10-11 19:52,100.47,not evaluated
2021-10-11 20:22,100.56,not evaluated
2021-10-11 20:52,103.74,not evaluated
2021-10-11 21:22,106.24,not evaluated
2021-10-11 21:52,104.91,not evaluated
2021-10-11 22:22,106.03,not evaluated
2021-10-11 22:52,100.17,not evaluated
2021-10-11 23:22,100.06,not evaluated
2021-10-11 23:52,99.75,not evaluated
2021-10-12 00:22,100.58,not evaluated
2021-10-12 00:52,101.87,not evaluated
2021-10-12 01:22,95.54,not evaluated
2021-10-12 01:52,101.59,not evaluated
2021-10-12 02:22,103.86,not evaluated
2021-10-12 02:52,100.23,not evaluated
2021-10-12 03:22,107.22,not evaluated
2021-10-12 03:52,106.93,not evaluated
2021-10-12 04:22,109.53,not evaluated
2021-10-12 04:52,104.31,not evaluated
2021-10-12 05:22,103.96,not evaluated
2021-10-12 05:52,106.07,not evaluated
2021-10-12 06:22,106.83,not evaluated
2021-10-12 06:52,108.78,not evaluated
2021-10-12 07:22,104.99,not evaluated
2021-10-12 07:52,104.20,not evaluated
2021-10-12 08:22,108.07,not evaluated
2021-10-12 08:52,107.00,not evaluated
2021-10-12 09:22,108.99,not evaluated
2021-10-12 09:52,106.88,not evaluated
2021-10-12 10:22,106.72,not evaluated
2021-10-12 10:52,104.23,not evaluated
2021-10-12 11:22,106.96,not evaluated
2021-10-12 11:52,108.68,not evaluated
2021-10-12 12:22,103.75,not evaluated
2021-10-12 12:52,103.42,not evaluated
2021-10-12 13:22,101.20,not evaluated
2021-10-12 13:52,103.37,not evaluated
2021-10-12 14:22,96.31,not evaluated
2021-10-12 14:52,102.96,not evaluated
2021-10-12 15:22,107.81,not evaluated
2021-10-12 15:52,106.01,not evaluated
2021-10-12 16:22,106.11,not evaluated
2021-10-12 16:52,108.40,not evaluated
2021-10-12 17:22,102.12,not evaluated
2021-10-12 17:52,109.62,not evaluated
2021-10-12 18:22,112.64,not evaluated
2021-10-12 18:52,102.75,not evaluated
2021-10-12 19:22,111.02,not evaluated
2021-10-12 19:52,109.48,not evaluated
2021-10-12 20:22,107.94,not evaluated
2021-10-12 20:52,110.19,not evaluated
2021-10-12 21:22,109.89,not evaluated
2021-10-12 21:52,109.06,not evaluated
2021-10-12 22:22,109.42,not evaluated
2021-10-12 22:52,104.21,not evaluated
2021-10-12 23:22,105.75,not evaluated
2021-10-12 23:52,107.06,not evaluated
2021-10-13 00:22,109.70,not evaluated
2021-10-13 00:52,112.30,not evaluated
2021-10-13 01:22,110.37,not evaluated
2021-10-13 01:52,111.41,not evaluated
2021-10-13 02:22,107.96,not evaluated
2021-10-13 02:52,113.09,not evaluated
2021-10-13 03:22,114.14,not evaluated
2021-10-13 03:52,111.42,not evaluated
2021-10-13 04:22,114.43,not evaluated
2021-10-13 04:52,110.88,not evaluated
2021-10-13 05:22,110.89,not evaluated
2021-10-13 05:52,110.17,not evaluated
2021-10-13 06:22,115.94,not evaluated
2021-10-13 06:52,112.29,not evaluated
2021-10-13 07:22,109.10,not evaluated
2021-10-13 07:52,114.80,not evaluated
2021-10-13 08:22,115.42,not evaluated
2021-10-13 08:52,111.19,not evaluated
2021-10-13 09:22,114.30,not evaluated
2021-10-13 09:52,116.40,not evaluated
2021-10-13 10:22,112.95,not evaluated
2021-10-13 10:52,114.41,not evaluated
2021-10-13 11:22,113.69,not evaluated
2021-10-13 11:52,115.44,not evaluated
2021-10-13 12:22,117.94,not evaluated
2021-10-13 12:52,116.89,not evaluated
2021-10-13 13:22,116.76,not evaluated
2021-10-13 13:52,115.55,not evaluated
2021-10-13 14:22,119.52,not evaluated
2021-10-13 14:52,100.60,not evaluated
2021-10-13 15:22,116.59,not evaluated
2021-10-13 15:52,116.28,not evaluated
2021-10-13 16:22,104.13,not evaluated
2021-10-13 16:52,116.65,not evaluated
2021-10-13 17:22,111.38,not evaluated
2021-10-13 17:52,112.87,not evaluated
2021-10-13 18:22,112.70,not evaluated
2021-10-13 18:52,102.83,not evaluated
2021-10-13 19:22,116.70,not evaluated
2021-10-13 19:52,111.40,not evaluated
2021-10-13 20:22,119.37,not evaluated
2021-10-13 20:52,113.94,not evaluated
2021-10-13 21:22,112.41,not evaluated
2021-10-13 21:52,110.42,not evaluated
2021-10-13 22:22,113.12,not evaluated
2021-10-13 22:52,102.02,not evaluated
2021-10-13 23:22,108.26,not evaluated
2021-10-13 23:52,112.30,not evaluated
2021-10-14 00:22,108.07,not evaluated
2021-10-14 00:52,109.06,not evaluated
2021-10-14 01:22,111.22,not evaluated
2021-10-14 01:52,108.82,not evaluated
2021-10-14 02:22,111.79,not evaluated
2021-10-14 02:52,114.85,not evaluated
2021-10-14 03:22,111.76,not evaluated
2021-10-14 03:52,115.31,not evaluated
2021-10-14 04:22,114.87,not evaluated
2021-10-14 04:52,116.26,not evaluated
2021-10-14 05:22,114.92,not evaluated
2021-10-14 05:52,118.06,not evaluated
2021-10-14 06:22,110.76,not evaluated
2021-10-14 06:52,115.79,not evaluated
2021-10-14 07:22,116.46,not evaluated
2021-10-14 07:52,116.76,not evaluated
2021-10-14 08:22,113.25,not evaluated
2021-10-14 08:52,118.37,not evaluated
2021-10-14 09:22,115.40,not evaluated
2021-10-14 09:52,122.91,not evaluated
2021-10-14 10:22,118.63,not evaluated
2021-10-14 10:52,115.97,not evaluated
2021-10-14 11:22,114.59,not evaluated
2021-10-14 11:52,116.01,not evaluated
2021-10-14 12:22,118.10,not evaluated
2021-10-14 12:52,118.67,not evaluated
2021-10-14 13:22,118.54,not evaluated
2021-10-14 13:52,117.84,not evaluated
2021-10-14 14:22,120.62,not evaluated
2021-10-14 14:52,123.92,not evaluated
2021-10-14 15:22,115.84,not evaluated
2021-10-14 15:52,118.61,not evaluated
2021-10-14 16:22,119.16,not evaluated
2021-10-14 16:52,117.08,not evaluated
2021-10-14 17:22,115.23,not evaluated
2021-10-14 17:52,112.82,not evaluated
2021-10-14 18:22,111.58,not evaluated
2021-10-14 18:52,117.37,not evaluated
2021-10-14 19:22,118.42,not evaluated
2021-10-14 19:52,113.28,not evaluated
2021-10-14 20:22,115.53,not evaluated
2021-10-14 20:52,119.66,not evaluated
2021-10-14 21:22,117.57,not evaluated
2021-10-14 21:52,118.49,not evaluated
2021-10-14 22:22,116.02,not evaluated
2021-10-14 22:52,111.65,not evaluated
2021-10-14 23:22,113.60,not evaluated
2021-10-14 23:52,116.23,not evaluated
2021-10-15 00:22,108.84,not evaluated
2021-10-15 00:52,117.19,not evaluated
2021-10-15 01:22,115.43,not evaluated
2021-10-15 01:52,114.10,not evaluated
2021-10-15 02:22,117.06,not evaluated
2021-10-15 02:52,117.54,not evaluated
2021-10-15 03:22,117.87,not evaluated
2021-10-15 03:52,114.87,not evaluated
2021-10-15 04:22,117.80,not evaluated
2021-10-15 04:52,113.47,not evaluated
2021-10-15 05:22,117.74,not evaluated
2021-10-15 05:52,118.54,not evaluated
2021-10-15 06:22,112.87,not evaluated
2021-10-15 06:52,112.95,not evaluated
2021-10-15 07:22,114.55,not evaluated
2021-10-15 07:52,114.24,not evaluated
2021-10-15 08:22,114.97,not evaluated
2021-10-15 08:52,114.63,not evaluated
2021-10-15 09:22,114.28,not evaluated
2021-10-15 09:52,114.63,not evaluated
2021-10-15 10:22,113.30,not evaluated
2021-10-15 10:52,113.13,not evaluated
2021-10-15 11:22,113.77,not evaluated
2021-10-15 11:52,115.55,not evaluated
2021-10-15 12:22,117.21,not evaluated
2021-10-15 12:52,121.88,not evaluated
2021-10-15 13:22,117.73,not evaluated
2021-10-15 13:52,113.77,not evaluated
2021-10-15 14:22,115.02,not evaluated
2021-10-15 14:52,116.33,not evaluated
2021-10-15 15:22,108.99,not evaluated
2021-10-15 15:52,110.21,not evaluated
2021-10-15 16:22,112.31,not evaluated
2021-10-15 16:52,118.38,not evaluated
2021-10-15 17:22,114.09,not evaluated
2021-10-15 17:52,117.08,not evaluated
2021-10-15 18:22,115.75,not evaluated
2021-10-15 18:52,114.14,not evaluated
2021-10-15 19:22,113.00,not evaluated
2021-10-15 19:52,111.22,not evaluated
2021-10-15 20:22,114.42,not evaluated
2021-10-15 20:52,113.45,not evaluated
2021-10-15 21:22,106.62,not evaluated
2021-10-15 21:52,113.96,not evaluated
2021-10-15 22:22,111.02,not evaluated
2021-10-15 22:52,108.76,not evaluated
2021-10-15 23:22,112.69,not evaluated
2021-10-15 23:52,121.01,not evaluated
2021-10-16 00:22,109.13,not evaluated
2021-10-16 00:52,115.83,not evaluated
2021-10-16 01:22,113.82,not evaluated
2021-10-16 01:52,111.96,not evaluated
2021-10-16 02:22,111.40,not evaluated
2021-10-16 02:52,115.83,not evaluated
2021-10-16 03:22,111.09,not evaluated
2021-10-16 03:52,113.99,not evaluated
2021-10-16 04:22,107.95,not evaluated
2021-10-16 04:52,114.25,not evaluated
2021-10-16 05:22,112.83,not evaluated
2021-10-16 05:52,111.39,not evaluated
2021-10-16 06:22,116.45,not evaluated
2021-10-16 06:52,114.74,not evaluated
2021-10-16 07:22,117.86,not evaluated
2021-10-16 07:52,114.71,not evaluated
2021-10-16 08:22,113.09,not evaluated
2021-10-16 08:52,111.64,not evaluated
2021-10-16 09:22,119.83,not evaluated
2021-10-16 09:52,115.02,not evaluated
2021-10-16 10:22,116.34,not evaluated
2021-10-16 10:52,115.14,not evaluated
2021-10-16 11:22,113.11,not evaluated
2021-10-16 11:52,121.78,not evaluated
2021-10-16 12:22,119.83,not evaluated
2021-10-16 12:52,116.62,not evaluated
2021-10-16 13:22,116.96,not evaluated
2021-10-16 13:52,122.78,not evaluated
2021-10-16 14:22,118.99,not evaluated
