%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave period (s) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave period (s),BHI-E Peak wave period (s) quality
2021-10-05 13:09,7.86,not evaluated
2021-10-05 13:39,8.52,not evaluated
2021-10-05 14:09,7.86,not evaluated
2021-10-05 14:39,8.52,not evaluated
2021-10-05 15:09,10.24,not evaluated
2021-10-05 15:39,7.86,not evaluated
2021-10-05 16:09,10.24,not evaluated
2021-10-05 16:39,7.30,not evaluated
2021-10-05 17:09,7.86,not evaluated
2021-10-05 17:39,4.26,not evaluated
2021-10-05 18:09,4.26,not evaluated
2021-10-05 18:39,9.30,not evaluated
2021-10-05 19:09,7.86,not evaluated
2021-10-05 19:39,7.86,not evaluated
2021-10-05 20:09,7.86,not evaluated
2021-10-05 20:39,12.80,not evaluated
2021-10-05 21:09,10.24,not evaluated
2021-10-05 21:39,9.30,not evaluated
2021-10-05 22:09,8.52,not evaluated
2021-10-05 22:39,10.24,not evaluated
2021-10-05 23:09,11.36,not evaluated
2021-10-05 23:39,12.80,not evaluated
2021-10-06 00:09,7.30,not evaluated
2021-10-06 00:39,5.12,not evaluated
2021-10-06 01:09,5.12,not evaluated
2021-10-06 01:39,11.36,not evaluated
2021-10-06 02:09,4.86,not evaluated
2021-10-06 02:39,11.36,not evaluated
2021-10-06 03:09,11.36,not evaluated
2021-10-06 03:39,5.12,not evaluated
2021-10-06 04:09,4.86,not evaluated
2021-10-06 04:39,4.86,not evaluated
2021-10-06 05:09,4.64,not evaluated
2021-10-06 05:39,5.38,not evaluated
2021-10-06 06:09,4.86,not evaluated
2021-10-06 06:39,5.38,not evaluated
2021-10-06 07:09,4.86,not evaluated
2021-10-06 07:39,5.38,not evaluated
2021-10-06 08:09,5.38,not evaluated
2021-10-06 08:39,5.68,not evaluated
2021-10-06 09:09,5.68,not evaluated
2021-10-06 09:39,6.02,not evaluated
2021-10-06 10:09,6.40,not evaluated
2021-10-06 10:39,6.02,not evaluated
2021-10-06 11:09,6.40,not evaluated
2021-10-06 11:39,6.02,not evaluated
2021-10-06 12:09,6.40,not evaluated
2021-10-06 12:39,5.68,not evaluated
2021-10-06 13:09,6.02,not evaluated
2021-10-06 13:39,4.64,not evaluated
2021-10-06 14:09,5.68,not evaluated
2021-10-06 14:39,6.02,not evaluated
2021-10-06 15:09,5.68,not evaluated
2021-10-06 15:39,5.38,not evaluated
2021-10-06 16:09,6.02,not evaluated
2021-10-06 16:39,5.68,not evaluated
2021-10-06 17:09,5.68,not evaluated
2021-10-06 17:39,5.68,not evaluated
2021-10-06 18:09,5.38,not evaluated
2021-10-06 18:39,5.68,not evaluated
2021-10-06 19:09,5.38,not evaluated
2021-10-06 19:39,5.68,not evaluated
2021-10-06 20:09,6.02,not evaluated
2021-10-06 20:39,5.38,not evaluated
2021-10-06 21:09,5.38,not evaluated
2021-10-06 21:39,5.38,not evaluated
2021-10-06 22:09,6.02,not evaluated
2021-10-06 22:39,6.02,not evaluated
2021-10-06 23:09,5.38,not evaluated
2021-10-06 23:39,6.40,not evaluated
2021-10-07 00:09,6.02,not evaluated
2021-10-07 00:39,5.68,not evaluated
2021-10-07 01:09,5.68,not evaluated
2021-10-07 01:39,5.38,not evaluated
2021-10-07 02:09,6.02,not evaluated
2021-10-07 02:39,5.38,not evaluated
2021-10-07 03:09,6.02,not evaluated
2021-10-07 03:39,5.38,not evaluated
2021-10-07 04:09,5.68,not evaluated
2021-10-07 04:39,5.68,not evaluated
2021-10-07 05:09,5.68,not evaluated
2021-10-07 05:39,5.68,not evaluated
2021-10-07 06:09,5.68,not evaluated
2021-10-07 06:39,5.68,not evaluated
2021-10-07 07:09,4.86,not evaluated
2021-10-07 07:39,5.38,not evaluated
2021-10-07 08:09,5.38,not evaluated
2021-10-07 08:39,5.38,not evaluated
2021-10-07 09:09,5.38,not evaluated
2021-10-07 09:39,5.68,not evaluated
2021-10-07 10:09,5.68,not evaluated
2021-10-07 10:39,5.38,not evaluated
2021-10-07 11:09,5.12,not evaluated
2021-10-07 11:39,5.12,not evaluated
2021-10-07 12:09,5.12,not evaluated
2021-10-07 12:39,4.86,not evaluated
2021-10-07 13:09,5.38,not evaluated
2021-10-07 13:39,7.86,not evaluated
2021-10-07 14:09,5.12,not evaluated
2021-10-07 14:39,6.02,not evaluated
2021-10-07 15:09,4.44,not evaluated
2021-10-07 15:39,4.86,not evaluated
2021-10-07 16:09,3.78,not evaluated
2021-10-07 16:39,4.64,not evaluated
2021-10-07 17:09,4.86,not evaluated
2021-10-07 17:39,4.44,not evaluated
2021-10-07 18:09,7.30,not evaluated
2021-10-07 18:39,4.44,not evaluated
2021-10-07 19:09,7.30,not evaluated
2021-10-07 19:39,4.08,not evaluated
2021-10-07 20:09,3.92,not evaluated
2021-10-07 20:39,5.68,not evaluated
2021-10-07 21:09,4.08,not evaluated
2021-10-07 21:39,7.86,not evaluated
2021-10-07 22:09,4.44,not evaluated
2021-10-07 22:39,4.44,not evaluated
2021-10-07 23:09,4.64,not evaluated
2021-10-07 23:39,4.64,not evaluated
2021-10-08 00:09,5.38,not evaluated
2021-10-08 00:39,4.44,not evaluated
2021-10-08 01:09,4.64,not evaluated
2021-10-08 01:39,6.40,not evaluated
2021-10-08 02:09,5.12,not evaluated
2021-10-08 02:39,6.02,not evaluated
2021-10-08 03:09,5.68,not evaluated
2021-10-08 03:39,6.82,not evaluated
2021-10-08 04:09,6.82,not evaluated
2021-10-08 04:39,6.02,not evaluated
2021-10-08 05:09,6.82,not evaluated
2021-10-08 05:39,6.02,not evaluated
2021-10-08 06:09,6.40,not evaluated
2021-10-08 06:39,6.40,not evaluated
2021-10-08 07:09,6.40,not evaluated
2021-10-08 07:39,6.40,not evaluated
2021-10-08 08:09,5.68,not evaluated
2021-10-08 08:39,6.40,not evaluated
2021-10-08 09:09,6.02,not evaluated
2021-10-08 09:39,4.86,not evaluated
2021-10-08 10:09,6.02,not evaluated
2021-10-08 10:39,4.44,not evaluated
2021-10-08 11:09,6.02,not evaluated
2021-10-08 11:39,4.26,not evaluated
2021-10-08 12:09,6.40,not evaluated
2021-10-08 12:39,10.24,not evaluated
2021-10-08 13:09,6.40,not evaluated
2021-10-08 13:39,8.52,not evaluated
2021-10-08 14:09,10.24,not evaluated
2021-10-08 14:39,10.24,not evaluated
2021-10-08 15:09,9.30,not evaluated
2021-10-08 15:39,10.24,not evaluated
2021-10-08 16:09,7.86,not evaluated
2021-10-08 16:39,7.86,not evaluated
2021-10-08 17:09,10.24,not evaluated
2021-10-08 17:39,10.24,not evaluated
2021-10-08 18:09,10.24,not evaluated
2021-10-08 18:39,10.24,not evaluated
2021-10-08 19:09,7.86,not evaluated
2021-10-08 19:39,9.30,not evaluated
2021-10-08 20:09,7.86,not evaluated
2021-10-08 20:39,8.52,not evaluated
2021-10-08 21:09,7.30,not evaluated
2021-10-08 21:39,10.24,not evaluated
2021-10-08 22:09,10.24,not evaluated
2021-10-08 22:39,10.24,not evaluated
2021-10-08 23:09,3.92,not evaluated
2021-10-08 23:39,3.92,not evaluated
2021-10-09 00:09,4.26,not evaluated
2021-10-09 00:39,4.26,not evaluated
2021-10-09 01:09,4.44,not evaluated
2021-10-09 01:39,4.26,not evaluated
2021-10-09 02:09,4.26,not evaluated
2021-10-09 02:39,4.26,not evaluated
2021-10-09 03:09,4.44,not evaluated
2021-10-09 03:39,4.86,not evaluated
2021-10-09 04:09,4.64,not evaluated
2021-10-09 04:39,4.64,not evaluated
2021-10-09 05:09,4.44,not evaluated
2021-10-09 05:39,4.44,not evaluated
2021-10-09 06:09,4.64,not evaluated
2021-10-09 06:39,4.64,not evaluated
2021-10-09 07:09,4.64,not evaluated
2021-10-09 07:39,4.64,not evaluated
2021-10-09 08:09,4.64,not evaluated
2021-10-09 08:39,4.64,not evaluated
2021-10-09 09:09,5.12,not evaluated
2021-10-09 09:39,6.40,not evaluated
2021-10-09 10:09,6.40,not evaluated
2021-10-09 10:39,7.30,not evaluated
2021-10-09 11:09,6.40,not evaluated
2021-10-09 11:39,7.30,not evaluated
2021-10-09 12:09,7.30,not evaluated
2021-10-09 12:39,7.30,not evaluated
2021-10-09 13:09,7.30,not evaluated
2021-10-09 13:39,7.30,not evaluated
2021-10-09 14:09,7.30,not evaluated
2021-10-09 14:39,7.30,not evaluated
2021-10-09 15:09,5.38,not evaluated
2021-10-09 15:39,7.30,not evaluated
2021-10-09 16:09,7.30,not evaluated
2021-10-09 16:39,7.30,not evaluated
2021-10-09 17:09,7.86,not evaluated
2021-10-09 17:39,7.30,not evaluated
2021-10-09 18:09,8.52,not evaluated
2021-10-09 18:39,7.86,not evaluated
2021-10-09 19:09,7.86,not evaluated
2021-10-09 19:39,7.30,not evaluated
2021-10-09 20:09,7.30,not evaluated
2021-10-09 20:39,7.30,not evaluated
2021-10-09 21:09,6.40,not evaluated
2021-10-09 21:39,5.68,not evaluated
2021-10-09 22:09,9.30,not evaluated
2021-10-09 22:39,6.82,not evaluated
2021-10-09 23:09,9.30,not evaluated
2021-10-09 23:39,10.24,not evaluated
2021-10-10 00:09,9.30,not evaluated
2021-10-10 00:39,9.30,not evaluated
2021-10-10 01:09,9.30,not evaluated
2021-10-10 01:39,10.24,not evaluated
2021-10-10 02:09,10.24,not evaluated
2021-10-10 02:39,7.86,not evaluated
2021-10-10 03:09,10.24,not evaluated
2021-10-10 03:39,10.24,not evaluated
2021-10-10 04:09,10.24,not evaluated
2021-10-10 04:39,10.24,not evaluated
2021-10-10 05:09,9.30,not evaluated
2021-10-10 05:39,7.86,not evaluated
2021-10-10 06:09,9.30,not evaluated
2021-10-10 06:39,9.30,not evaluated
2021-10-10 07:09,9.30,not evaluated
2021-10-10 07:39,9.30,not evaluated
2021-10-10 08:09,6.82,not evaluated
2021-10-10 08:39,8.52,not evaluated
2021-10-10 09:09,8.52,not evaluated
2021-10-10 09:39,9.30,not evaluated
2021-10-10 10:09,7.86,not evaluated
2021-10-10 10:39,9.30,not evaluated
2021-10-10 11:09,9.30,not evaluated
2021-10-10 11:39,9.30,not evaluated
2021-10-10 12:09,6.40,not evaluated
2021-10-10 12:39,9.30,not evaluated
2021-10-10 13:09,9.30,not evaluated
2021-10-10 13:39,9.30,not evaluated
2021-10-10 14:09,8.52,not evaluated
2021-10-10 14:39,9.30,not evaluated
2021-10-10 15:09,9.30,not evaluated
2021-10-10 15:39,6.02,not evaluated
2021-10-10 16:09,6.02,not evaluated
2021-10-10 16:39,8.52,not evaluated
2021-10-10 17:09,8.52,not evaluated
2021-10-10 17:39,8.52,not evaluated
2021-10-10 18:09,8.52,not evaluated
2021-10-10 18:39,8.52,not evaluated
2021-10-10 19:09,8.52,not evaluated
2021-10-10 19:39,8.52,not evaluated
2021-10-10 20:09,8.52,not evaluated
2021-10-10 20:39,8.52,not evaluated
2021-10-10 21:09,7.86,not evaluated
2021-10-10 21:39,7.86,not evaluated
2021-10-10 22:09,7.86,not evaluated
2021-10-10 22:39,6.02,not evaluated
2021-10-10 23:09,7.86,not evaluated
2021-10-10 23:39,6.82,not evaluated
2021-10-11 00:09,7.86,not evaluated
2021-10-11 00:39,6.02,not evaluated
2021-10-11 01:09,6.02,not evaluated
2021-10-11 01:39,7.30,not evaluated
2021-10-11 02:09,5.38,not evaluated
2021-10-11 02:39,5.12,not evaluated
2021-10-11 03:09,6.02,not evaluated
2021-10-11 03:39,25.60,not evaluated
2021-10-11 04:09,5.68,not evaluated
2021-10-11 04:39,5.38,not evaluated
2021-10-11 05:09,5.68,not evaluated
2021-10-11 05:39,5.68,not evaluated
2021-10-11 06:09,7.30,not evaluated
2021-10-11 06:39,7.30,not evaluated
2021-10-11 07:09,7.30,not evaluated
2021-10-11 07:39,5.38,not evaluated
2021-10-11 08:09,6.02,not evaluated
2021-10-11 08:39,6.02,not evaluated
2021-10-11 09:09,6.02,not evaluated
2021-10-11 09:39,4.86,not evaluated
2021-10-11 10:09,7.86,not evaluated
2021-10-11 10:39,7.86,not evaluated
2021-10-11 11:09,4.64,not evaluated
2021-10-11 11:39,6.02,not evaluated
2021-10-11 12:09,7.86,not evaluated
2021-10-11 12:39,7.86,not evaluated
2021-10-11 13:09,6.02,not evaluated
2021-10-11 13:39,4.64,not evaluated
2021-10-11 14:09,6.40,not evaluated
2021-10-11 14:39,7.86,not evaluated
2021-10-11 15:09,8.52,not evaluated
2021-10-11 15:39,10.24,not evaluated
2021-10-11 16:09,10.24,not evaluated
2021-10-11 16:39,10.24,not evaluated
2021-10-11 17:09,10.24,not evaluated
2021-10-11 17:39,10.24,not evaluated
2021-10-11 18:09,10.24,not evaluated
2021-10-11 18:39,10.24,not evaluated
2021-10-11 19:09,9.30,not evaluated
2021-10-11 19:39,10.24,not evaluated
2021-10-11 20:09,10.24,not evaluated
2021-10-11 20:39,10.24,not evaluated
2021-10-11 21:09,10.24,not evaluated
2021-10-11 21:39,10.24,not evaluated
2021-10-11 22:09,10.24,not evaluated
2021-10-11 22:39,9.30,not evaluated
2021-10-11 23:09,9.30,not evaluated
2021-10-11 23:39,9.30,not evaluated
2021-10-12 00:09,14.62,not evaluated
2021-10-12 00:39,14.62,not evaluated
2021-10-12 01:09,9.30,not evaluated
2021-10-12 01:39,14.62,not evaluated
2021-10-12 02:09,14.62,not evaluated
2021-10-12 02:39,14.62,not evaluated
2021-10-12 03:09,10.24,not evaluated
2021-10-12 03:39,10.24,not evaluated
2021-10-12 04:09,9.30,not evaluated
2021-10-12 04:39,14.62,not evaluated
2021-10-12 05:09,14.62,not evaluated
2021-10-12 05:39,14.62,not evaluated
2021-10-12 06:09,14.62,not evaluated
2021-10-12 06:39,14.62,not evaluated
2021-10-12 07:09,12.80,not evaluated
2021-10-12 07:39,14.62,not evaluated
2021-10-12 08:09,8.52,not evaluated
2021-10-12 08:39,9.30,not evaluated
2021-10-12 09:09,9.30,not evaluated
2021-10-12 09:39,12.80,not evaluated
2021-10-12 10:09,9.30,not evaluated
2021-10-12 10:39,14.62,not evaluated
2021-10-12 11:09,14.62,not evaluated
2021-10-12 11:39,14.62,not evaluated
2021-10-12 12:09,14.62,not evaluated
2021-10-12 12:39,14.62,not evaluated
2021-10-12 13:09,12.80,not evaluated
2021-10-12 13:39,14.62,not evaluated
2021-10-12 14:09,14.62,not evaluated
2021-10-12 14:39,14.62,not evaluated
2021-10-12 15:09,14.62,not evaluated
2021-10-12 15:39,14.62,not evaluated
2021-10-12 16:09,12.80,not evaluated
2021-10-12 16:39,14.62,not evaluated
2021-10-12 17:09,14.62,not evaluated
2021-10-12 17:39,14.62,not evaluated
2021-10-12 18:09,12.80,not evaluated
2021-10-12 18:39,8.52,not evaluated
2021-10-12 19:09,14.62,not evaluated
2021-10-12 19:39,10.24,not evaluated
2021-10-12 20:09,10.24,not evaluated
2021-10-12 20:39,11.36,not evaluated
2021-10-12 21:09,10.24,not evaluated
2021-10-12 21:39,11.36,not evaluated
2021-10-12 22:09,10.24,not evaluated
2021-10-12 22:39,10.24,not evaluated
2021-10-12 23:09,10.24,not evaluated
2021-10-12 23:39,10.24,not evaluated
2021-10-13 00:09,8.52,not evaluated
2021-10-13 00:39,9.30,not evaluated
2021-10-13 01:09,9.30,not evaluated
2021-10-13 01:39,10.24,not evaluated
2021-10-13 02:09,9.30,not evaluated
2021-10-13 02:39,10.24,not evaluated
2021-10-13 03:09,10.24,not evaluated
2021-10-13 03:39,10.24,not evaluated
2021-10-13 04:09,12.80,not evaluated
2021-10-13 04:39,11.36,not evaluated
2021-10-13 05:09,9.30,not evaluated
2021-10-13 05:39,9.30,not evaluated
2021-10-13 06:09,9.30,not evaluated
2021-10-13 06:39,9.30,not evaluated
2021-10-13 07:09,10.24,not evaluated
2021-10-13 07:39,9.30,not evaluated
2021-10-13 08:09,10.24,not evaluated
2021-10-13 08:39,9.30,not evaluated
2021-10-13 09:09,8.52,not evaluated
2021-10-13 09:39,10.24,not evaluated
2021-10-13 10:09,9.30,not evaluated
2021-10-13 10:39,10.24,not evaluated
2021-10-13 11:09,10.24,not evaluated
2021-10-13 11:39,9.30,not evaluated
2021-10-13 12:09,9.30,not evaluated
2021-10-13 12:39,9.30,not evaluated
2021-10-13 13:09,9.30,not evaluated
2021-10-13 13:39,10.24,not evaluated
2021-10-13 14:09,10.24,not evaluated
2021-10-13 14:39,10.24,not evaluated
2021-10-13 15:09,9.30,not evaluated
2021-10-13 15:39,10.24,not evaluated
2021-10-13 16:09,12.80,not evaluated
2021-10-13 16:39,10.24,not evaluated
2021-10-13 17:09,10.24,not evaluated
2021-10-13 17:39,9.30,not evaluated
2021-10-13 18:09,10.24,not evaluated
2021-10-13 18:39,11.36,not evaluated
2021-10-13 19:09,10.24,not evaluated
2021-10-13 19:39,10.24,not evaluated
2021-10-13 20:09,9.30,not evaluated
2021-10-13 20:39,10.24,not evaluated
2021-10-13 21:09,9.30,not evaluated
2021-10-13 21:39,10.24,not evaluated
2021-10-13 22:09,10.24,not evaluated
2021-10-13 22:39,8.52,not evaluated
2021-10-13 23:09,9.30,not evaluated
2021-10-13 23:39,9.30,not evaluated
2021-10-14 00:09,8.52,not evaluated
2021-10-14 00:39,9.30,not evaluated
2021-10-14 01:09,9.30,not evaluated
2021-10-14 01:39,9.30,not evaluated
2021-10-14 02:09,8.52,not evaluated
2021-10-14 02:39,9.30,not evaluated
2021-10-14 03:09,9.30,not evaluated
2021-10-14 03:39,8.52,not evaluated
2021-10-14 04:09,9.30,not evaluated
2021-10-14 04:39,8.52,not evaluated
2021-10-14 05:09,9.30,not evaluated
2021-10-14 05:39,8.52,not evaluated
2021-10-14 06:09,8.52,not evaluated
2021-10-14 06:39,9.30,not evaluated
2021-10-14 07:09,8.52,not evaluated
2021-10-14 07:39,8.52,not evaluated
2021-10-14 08:09,8.52,not evaluated
2021-10-14 08:39,8.52,not evaluated
2021-10-14 09:09,8.52,not evaluated
2021-10-14 09:39,7.86,not evaluated
2021-10-14 10:09,9.30,not evaluated
2021-10-14 10:39,8.52,not evaluated
2021-10-14 11:09,8.52,not evaluated
2021-10-14 11:39,8.52,not evaluated
2021-10-14 12:09,8.52,not evaluated
2021-10-14 12:39,8.52,not evaluated
2021-10-14 13:09,8.52,not evaluated
2021-10-14 13:39,8.52,not evaluated
2021-10-14 14:09,8.52,not evaluated
2021-10-14 14:39,8.52,not evaluated
2021-10-14 15:09,8.52,not evaluated
2021-10-14 15:39,8.52,not evaluated
2021-10-14 16:09,9.30,not evaluated
2021-10-14 16:39,8.52,not evaluated
2021-10-14 17:09,7.86,not evaluated
2021-10-14 17:39,8.52,not evaluated
2021-10-14 18:09,8.52,not evaluated
2021-10-14 18:39,7.86,not evaluated
2021-10-14 19:09,8.52,not evaluated
2021-10-14 19:39,8.52,not evaluated
2021-10-14 20:09,9.30,not evaluated
2021-10-14 20:39,8.52,not evaluated
2021-10-14 21:09,8.52,not evaluated
2021-10-14 21:39,8.52,not evaluated
2021-10-14 22:09,8.52,not evaluated
2021-10-14 22:39,8.52,not evaluated
2021-10-14 23:09,7.86,not evaluated
2021-10-14 23:39,8.52,not evaluated
2021-10-15 00:09,8.52,not evaluated
2021-10-15 00:39,7.86,not evaluated
2021-10-15 01:09,8.52,not evaluated
2021-10-15 01:39,7.86,not evaluated
2021-10-15 02:09,7.86,not evaluated
2021-10-15 02:39,7.86,not evaluated
2021-10-15 03:09,7.86,not evaluated
2021-10-15 03:39,8.52,not evaluated
2021-10-15 04:09,7.86,not evaluated
2021-10-15 04:39,8.52,not evaluated
2021-10-15 05:09,7.86,not evaluated
2021-10-15 05:39,8.52,not evaluated
2021-10-15 06:09,7.30,not evaluated
2021-10-15 06:39,8.52,not evaluated
2021-10-15 07:09,8.52,not evaluated
2021-10-15 07:39,7.86,not evaluated
2021-10-15 08:09,8.52,not evaluated
2021-10-15 08:39,7.86,not evaluated
2021-10-15 09:09,8.52,not evaluated
2021-10-15 09:39,7.86,not evaluated
2021-10-15 10:09,7.86,not evaluated
2021-10-15 10:39,7.86,not evaluated
2021-10-15 11:09,7.86,not evaluated
2021-10-15 11:39,7.30,not evaluated
2021-10-15 12:09,7.30,not evaluated
2021-10-15 12:39,7.86,not evaluated
2021-10-15 13:09,7.86,not evaluated
2021-10-15 13:39,7.30,not evaluated
2021-10-15 14:09,7.30,not evaluated
2021-10-15 14:39,7.30,not evaluated
2021-10-15 15:09,7.86,not evaluated
2021-10-15 15:39,7.86,not evaluated
2021-10-15 16:09,7.30,not evaluated
2021-10-15 16:39,7.86,not evaluated
2021-10-15 17:09,7.86,not evaluated
2021-10-15 17:39,7.86,not evaluated
2021-10-15 18:09,7.86,not evaluated
2021-10-15 18:39,7.86,not evaluated
2021-10-15 19:09,7.30,not evaluated
2021-10-15 19:39,7.86,not evaluated
2021-10-15 20:09,8.52,not evaluated
2021-10-15 20:39,8.52,not evaluated
2021-10-15 21:09,7.86,not evaluated
2021-10-15 21:39,7.30,not evaluated
2021-10-15 22:09,7.86,not evaluated
2021-10-15 22:39,7.30,not evaluated
2021-10-15 23:09,7.30,not evaluated
2021-10-15 23:39,7.30,not evaluated
2021-10-16 00:09,8.52,not evaluated
2021-10-16 00:39,7.30,not evaluated
2021-10-16 01:09,7.86,not evaluated
2021-10-16 01:39,7.30,not evaluated
2021-10-16 02:09,7.30,not evaluated
2021-10-16 02:39,6.82,not evaluated
2021-10-16 03:09,7.30,not evaluated
2021-10-16 03:39,7.86,not evaluated
2021-10-16 04:09,7.86,not evaluated
2021-10-16 04:39,7.30,not evaluated
2021-10-16 05:09,9.30,not evaluated
2021-10-16 05:39,7.86,not evaluated
2021-10-16 06:09,10.24,not evaluated
2021-10-16 06:39,7.30,not evaluated
2021-10-16 07:09,7.30,not evaluated
2021-10-16 07:39,7.30,not evaluated
2021-10-16 08:09,7.86,not evaluated
2021-10-16 08:39,8.52,not evaluated
2021-10-16 09:09,7.86,not evaluated
2021-10-16 09:39,7.86,not evaluated
2021-10-16 10:09,7.86,not evaluated
2021-10-16 10:39,7.86,not evaluated
2021-10-16 11:09,9.30,not evaluated
2021-10-16 11:39,7.86,not evaluated
2021-10-16 12:09,8.52,not evaluated
2021-10-16 12:39,9.30,not evaluated
2021-10-16 13:09,8.52,not evaluated
2021-10-16 13:39,8.52,not evaluated
2021-10-16 14:09,8.52,not evaluated
2021-10-16 14:39,7.86,not evaluated
2021-10-16 15:09,8.52,not evaluated
2021-10-16 15:39,7.30,not evaluated
2021-10-16 16:09,8.52,not evaluated
2021-10-16 16:39,8.52,not evaluated
2021-10-16 17:09,8.52,not evaluated
2021-10-16 17:39,4.44,not evaluated
2021-10-16 18:09,4.64,not evaluated
2021-10-16 18:39,8.52,not evaluated
2021-10-16 19:09,4.64,not evaluated
2021-10-16 19:39,4.86,not evaluated
2021-10-16 20:09,5.12,not evaluated
2021-10-16 20:39,5.38,not evaluated
2021-10-16 21:09,5.38,not evaluated
2021-10-16 21:39,5.68,not evaluated
2021-10-16 22:09,5.38,not evaluated
2021-10-16 22:39,3.10,not evaluated
2021-10-16 23:09,3.52,not evaluated
2021-10-16 23:39,4.08,not evaluated
2021-10-17 00:09,3.92,not evaluated
2021-10-17 00:39,4.26,not evaluated
2021-10-17 01:09,4.08,not evaluated
2021-10-17 01:39,4.26,not evaluated
2021-10-17 02:09,4.64,not evaluated
2021-10-17 02:39,4.86,not evaluated
2021-10-17 03:09,4.64,not evaluated
2021-10-17 03:39,4.86,not evaluated
2021-10-17 04:09,4.64,not evaluated
2021-10-17 04:39,4.86,not evaluated
2021-10-17 05:09,4.64,not evaluated
2021-10-17 05:39,4.86,not evaluated
2021-10-17 06:09,4.64,not evaluated
2021-10-17 06:39,4.64,not evaluated
2021-10-17 07:09,4.64,not evaluated
2021-10-17 07:39,4.64,not evaluated
2021-10-17 08:09,4.64,not evaluated
2021-10-17 08:39,4.26,not evaluated
2021-10-17 09:09,4.64,not evaluated
2021-10-17 09:39,4.86,not evaluated
2021-10-17 10:09,4.64,not evaluated
2021-10-17 10:39,4.64,not evaluated
2021-10-17 11:09,4.44,not evaluated
2021-10-17 11:39,5.38,not evaluated
2021-10-17 12:09,5.38,not evaluated
2021-10-17 12:39,5.68,not evaluated
2021-10-17 13:09,5.38,not evaluated
2021-10-17 13:39,5.68,not evaluated
2021-10-17 14:09,5.38,not evaluated
2021-10-17 14:39,5.68,not evaluated
2021-10-17 15:09,5.38,not evaluated
2021-10-17 15:39,5.68,not evaluated
2021-10-17 16:09,7.86,not evaluated
2021-10-17 16:39,8.52,not evaluated
2021-10-17 17:09,7.86,not evaluated
