%
% BHI-E (33.868400 N -77.939600 E)
% The BHI-E buoy is a Sofar Spotter wave buoy located approximately one-half mile off the east side of Bald Head Island, anchored in 24 ft of water. The buoy provides wave height, wave direction and wave period data, as well as sea surface temperature. The buoy transmits data once an hour. This station is not a permanent station and is being used to evaluate new technologies in ocean wave measurement. This buoy is supported through a partnership between CORMP, the UNCW Center for Marine Science and the Departments of Earth and Ocean Sciences and Physics and Physical Oceanography. Funding was provided by the UNCW College of Arts and Sciences. Please use caution when boating in the vicinity of the buoy.
%
% BHI-E Peak wave period (s) @ 0 m (depth)
%
Time (America/New_York),BHI-E Peak wave period (s),BHI-E Peak wave period (s) quality
2022-07-06 23:18,8.52,not evaluated
2022-07-06 23:48,8.52,not evaluated
2022-07-07 00:18,8.52,not evaluated
2022-07-07 00:48,9.30,not evaluated
2022-07-07 01:18,8.52,not evaluated
2022-07-07 01:48,9.30,not evaluated
2022-07-07 02:18,7.86,not evaluated
2022-07-07 02:48,9.30,not evaluated
2022-07-07 03:18,5.12,not evaluated
2022-07-07 03:48,8.52,not evaluated
2022-07-07 04:18,5.12,not evaluated
2022-07-07 04:48,8.52,not evaluated
2022-07-07 05:18,8.52,not evaluated
2022-07-07 05:48,8.52,not evaluated
2022-07-07 06:18,8.52,not evaluated
2022-07-07 06:48,8.52,not evaluated
2022-07-07 07:18,8.52,not evaluated
2022-07-07 07:48,8.52,not evaluated
2022-07-07 08:18,8.52,not evaluated
2022-07-07 08:48,8.52,not evaluated
2022-07-07 09:18,8.52,not evaluated
2022-07-07 09:48,8.52,not evaluated
2022-07-07 10:18,8.52,not evaluated
2022-07-07 10:48,9.30,not evaluated
2022-07-07 11:18,8.52,not evaluated
2022-07-07 11:48,8.52,not evaluated
2022-07-07 12:18,8.52,not evaluated
2022-07-07 12:48,8.52,not evaluated
2022-07-07 13:18,8.52,not evaluated
2022-07-07 13:48,8.52,not evaluated
2022-07-07 14:18,9.30,not evaluated
2022-07-07 14:48,8.52,not evaluated
2022-07-07 15:18,9.30,not evaluated
2022-07-07 15:48,8.52,not evaluated
2022-07-07 16:18,8.52,not evaluated
2022-07-07 16:48,9.30,not evaluated
2022-07-07 17:18,8.52,not evaluated
2022-07-07 17:48,8.52,not evaluated
2022-07-07 18:18,4.64,not evaluated
2022-07-07 18:48,8.52,not evaluated
2022-07-07 19:18,8.52,not evaluated
2022-07-07 19:48,8.52,not evaluated
2022-07-07 20:18,8.52,not evaluated
2022-07-07 20:48,4.64,not evaluated
2022-07-07 21:18,8.52,not evaluated
2022-07-07 21:48,7.86,not evaluated
2022-07-07 22:18,8.52,not evaluated
2022-07-07 22:48,8.52,not evaluated
2022-07-07 23:18,9.30,not evaluated
2022-07-07 23:48,8.52,not evaluated
2022-07-08 00:18,8.52,not evaluated
2022-07-08 00:48,8.52,not evaluated
2022-07-08 01:18,4.64,not evaluated
2022-07-08 01:48,5.12,not evaluated
2022-07-08 02:18,5.12,not evaluated
2022-07-08 02:48,5.38,not evaluated
2022-07-08 03:18,5.38,not evaluated
2022-07-08 03:48,5.38,not evaluated
2022-07-08 04:18,5.68,not evaluated
2022-07-08 04:48,5.68,not evaluated
2022-07-08 05:18,5.38,not evaluated
2022-07-08 05:48,5.68,not evaluated
2022-07-08 06:18,5.68,not evaluated
2022-07-08 06:48,5.68,not evaluated
2022-07-08 07:18,6.02,not evaluated
2022-07-08 07:48,5.68,not evaluated
2022-07-08 08:18,6.02,not evaluated
2022-07-08 08:48,6.02,not evaluated
2022-07-08 09:18,5.68,not evaluated
2022-07-08 09:48,6.02,not evaluated
2022-07-08 10:18,6.02,not evaluated
2022-07-08 10:48,5.68,not evaluated
2022-07-08 11:18,5.68,not evaluated
2022-07-08 11:48,6.02,not evaluated
2022-07-08 12:18,6.02,not evaluated
2022-07-08 12:48,8.52,not evaluated
2022-07-08 13:18,5.68,not evaluated
2022-07-08 13:48,5.68,not evaluated
2022-07-08 14:18,6.02,not evaluated
2022-07-08 14:48,6.02,not evaluated
2022-07-08 15:18,5.68,not evaluated
2022-07-08 15:48,5.68,not evaluated
2022-07-08 16:18,6.02,not evaluated
2022-07-08 16:48,6.40,not evaluated
2022-07-08 17:18,6.02,not evaluated
2022-07-08 17:48,6.02,not evaluated
2022-07-08 18:18,6.02,not evaluated
2022-07-08 18:48,6.02,not evaluated
2022-07-08 19:18,6.40,not evaluated
2022-07-08 19:48,6.02,not evaluated
2022-07-08 20:18,6.02,not evaluated
2022-07-08 20:48,6.02,not evaluated
2022-07-08 21:18,6.02,not evaluated
2022-07-08 21:48,6.02,not evaluated
2022-07-08 22:18,6.02,not evaluated
2022-07-08 22:48,6.02,not evaluated
2022-07-08 23:18,6.02,not evaluated
2022-07-08 23:48,5.68,not evaluated
2022-07-09 00:18,6.02,not evaluated
2022-07-09 00:48,6.40,not evaluated
2022-07-09 01:18,6.02,not evaluated
2022-07-09 01:48,6.02,not evaluated
2022-07-09 02:18,6.02,not evaluated
2022-07-09 02:48,6.02,not evaluated
2022-07-09 03:18,6.02,not evaluated
2022-07-09 03:48,6.02,not evaluated
2022-07-09 04:18,6.40,not evaluated
2022-07-09 04:48,6.40,not evaluated
2022-07-09 05:18,6.40,not evaluated
2022-07-09 05:48,6.40,not evaluated
2022-07-09 06:18,6.40,not evaluated
2022-07-09 06:48,6.82,not evaluated
2022-07-09 07:18,6.40,not evaluated
2022-07-09 07:48,8.52,not evaluated
2022-07-09 08:18,6.40,not evaluated
2022-07-09 08:48,6.82,not evaluated
2022-07-09 09:18,7.30,not evaluated
2022-07-09 09:48,7.30,not evaluated
2022-07-09 10:18,6.40,not evaluated
2022-07-09 10:48,6.82,not evaluated
2022-07-09 11:18,6.82,not evaluated
2022-07-09 11:48,6.40,not evaluated
2022-07-09 12:18,6.40,not evaluated
2022-07-09 12:48,6.82,not evaluated
2022-07-09 13:18,6.02,not evaluated
2022-07-09 13:48,6.02,not evaluated
2022-07-09 14:18,5.68,not evaluated
2022-07-09 14:48,6.40,not evaluated
2022-07-09 15:18,6.40,not evaluated
2022-07-09 15:48,6.02,not evaluated
2022-07-09 16:18,6.40,not evaluated
2022-07-09 16:48,5.38,not evaluated
2022-07-09 17:18,6.02,not evaluated
2022-07-09 17:48,5.68,not evaluated
2022-07-09 18:18,6.02,not evaluated
2022-07-09 18:48,6.02,not evaluated
2022-07-09 19:18,6.02,not evaluated
2022-07-09 19:48,34.12,not evaluated
2022-07-09 20:18,6.02,not evaluated
2022-07-09 20:48,6.40,not evaluated
2022-07-09 21:18,5.68,not evaluated
2022-07-09 21:48,6.82,not evaluated
2022-07-09 22:18,6.82,not evaluated
2022-07-09 22:48,6.82,not evaluated
2022-07-09 23:18,6.40,not evaluated
2022-07-09 23:48,6.40,not evaluated
2022-07-10 00:18,6.40,not evaluated
2022-07-10 00:48,5.68,not evaluated
2022-07-10 01:18,6.40,not evaluated
2022-07-10 01:48,6.02,not evaluated
2022-07-10 02:18,6.02,not evaluated
2022-07-10 02:48,5.38,not evaluated
2022-07-10 03:18,6.40,not evaluated
2022-07-10 03:48,6.02,not evaluated
2022-07-10 04:18,6.82,not evaluated
2022-07-10 04:48,6.40,not evaluated
2022-07-10 05:18,6.40,not evaluated
2022-07-10 05:48,6.82,not evaluated
2022-07-10 06:18,5.68,not evaluated
2022-07-10 06:48,7.86,not evaluated
2022-07-10 07:18,6.40,not evaluated
2022-07-10 07:48,6.40,not evaluated
2022-07-10 08:18,6.40,not evaluated
2022-07-10 08:48,7.30,not evaluated
2022-07-10 09:18,6.40,not evaluated
2022-07-10 09:48,6.82,not evaluated
2022-07-10 10:18,7.30,not evaluated
2022-07-10 10:48,6.82,not evaluated
2022-07-10 11:18,6.40,not evaluated
2022-07-10 11:48,6.82,not evaluated
2022-07-10 12:18,7.30,not evaluated
2022-07-10 12:48,6.40,not evaluated
2022-07-10 13:18,6.82,not evaluated
2022-07-10 13:48,6.40,not evaluated
2022-07-10 14:18,6.40,not evaluated
2022-07-10 14:48,6.40,not evaluated
2022-07-10 15:18,6.02,not evaluated
2022-07-10 15:48,6.40,not evaluated
2022-07-10 16:18,6.40,not evaluated
2022-07-10 16:48,6.40,not evaluated
2022-07-10 17:18,6.82,not evaluated
2022-07-10 17:48,6.40,not evaluated
2022-07-10 18:18,6.82,not evaluated
2022-07-10 18:48,6.40,not evaluated
2022-07-10 19:18,6.82,not evaluated
2022-07-10 19:48,3.40,not evaluated
2022-07-10 20:18,6.40,not evaluated
2022-07-10 20:48,7.30,not evaluated
2022-07-10 21:18,6.82,not evaluated
2022-07-10 21:48,3.64,not evaluated
2022-07-10 22:18,3.64,not evaluated
2022-07-10 22:48,3.52,not evaluated
2022-07-10 23:18,3.78,not evaluated
2022-07-10 23:48,4.08,not evaluated
2022-07-11 00:18,4.08,not evaluated
2022-07-11 00:48,4.08,not evaluated
2022-07-11 01:18,4.08,not evaluated
2022-07-11 01:48,4.44,not evaluated
2022-07-11 02:18,4.64,not evaluated
2022-07-11 02:48,4.44,not evaluated
2022-07-11 03:18,4.64,not evaluated
2022-07-11 03:48,4.44,not evaluated
2022-07-11 04:18,4.64,not evaluated
2022-07-11 04:48,4.64,not evaluated
2022-07-11 05:18,4.26,not evaluated
2022-07-11 05:48,4.26,not evaluated
2022-07-11 06:18,4.64,not evaluated
2022-07-11 06:48,4.26,not evaluated
2022-07-11 07:18,4.26,not evaluated
2022-07-11 07:48,4.44,not evaluated
2022-07-11 08:18,4.44,not evaluated
2022-07-11 08:48,4.64,not evaluated
2022-07-11 09:18,4.08,not evaluated
2022-07-11 09:48,4.44,not evaluated
2022-07-11 10:18,4.26,not evaluated
2022-07-11 10:48,4.08,not evaluated
2022-07-11 11:18,4.26,not evaluated
2022-07-11 11:48,4.26,not evaluated
2022-07-11 12:18,7.86,not evaluated
2022-07-11 12:48,8.52,not evaluated
2022-07-11 13:18,7.86,not evaluated
2022-07-11 13:48,7.86,not evaluated
2022-07-11 14:18,6.40,not evaluated
2022-07-11 14:48,8.52,not evaluated
2022-07-11 15:18,8.52,not evaluated
2022-07-11 15:48,8.52,not evaluated
2022-07-11 16:18,8.52,not evaluated
2022-07-11 16:48,8.52,not evaluated
2022-07-11 17:18,8.52,not evaluated
2022-07-11 17:48,9.30,not evaluated
2022-07-11 18:18,9.30,not evaluated
2022-07-11 18:48,9.30,not evaluated
2022-07-11 19:18,9.30,not evaluated
2022-07-11 19:48,9.30,not evaluated
2022-07-11 20:18,9.30,not evaluated
2022-07-11 20:48,9.30,not evaluated
2022-07-11 21:18,9.30,not evaluated
2022-07-11 21:48,9.30,not evaluated
2022-07-11 22:18,9.30,not evaluated
2022-07-11 22:48,9.30,not evaluated
2022-07-11 23:18,9.30,not evaluated
2022-07-11 23:48,9.30,not evaluated
2022-07-12 00:18,8.52,not evaluated
2022-07-12 00:48,8.52,not evaluated
2022-07-12 01:18,9.30,not evaluated
2022-07-12 01:48,8.52,not evaluated
2022-07-12 02:18,8.52,not evaluated
2022-07-12 02:48,9.30,not evaluated
2022-07-12 03:18,8.52,not evaluated
2022-07-12 03:48,8.52,not evaluated
2022-07-12 04:18,8.52,not evaluated
2022-07-12 04:48,6.82,not evaluated
2022-07-12 05:18,8.52,not evaluated
2022-07-12 05:48,9.30,not evaluated
2022-07-12 06:18,8.52,not evaluated
2022-07-12 06:48,7.86,not evaluated
2022-07-12 07:18,7.86,not evaluated
2022-07-12 07:48,9.30,not evaluated
2022-07-12 08:18,8.52,not evaluated
2022-07-12 08:48,9.30,not evaluated
2022-07-12 09:18,9.30,not evaluated
2022-07-12 09:48,9.30,not evaluated
2022-07-12 10:18,9.30,not evaluated
2022-07-12 10:48,9.30,not evaluated
2022-07-12 11:18,8.52,not evaluated
2022-07-12 11:48,8.52,not evaluated
2022-07-12 12:18,8.52,not evaluated
2022-07-12 12:48,8.52,not evaluated
2022-07-12 13:18,8.52,not evaluated
2022-07-12 13:48,9.30,not evaluated
2022-07-12 14:18,9.30,not evaluated
2022-07-12 14:48,8.52,not evaluated
2022-07-12 15:18,8.52,not evaluated
2022-07-12 15:48,9.30,not evaluated
2022-07-12 16:18,9.30,not evaluated
2022-07-12 16:48,9.30,not evaluated
2022-07-12 17:18,8.52,not evaluated
2022-07-12 17:48,9.30,not evaluated
2022-07-12 18:18,9.30,not evaluated
2022-07-12 18:48,9.30,not evaluated
2022-07-12 19:18,9.30,not evaluated
2022-07-12 19:48,9.30,not evaluated
2022-07-12 20:18,9.30,not evaluated
2022-07-12 20:48,9.30,not evaluated
2022-07-12 21:18,10.24,not evaluated
2022-07-12 21:48,9.30,not evaluated
2022-07-12 22:18,8.52,not evaluated
2022-07-12 22:48,9.30,not evaluated
2022-07-12 23:18,9.30,not evaluated
2022-07-12 23:48,8.52,not evaluated
2022-07-13 00:18,9.30,not evaluated
2022-07-13 00:48,8.52,not evaluated
2022-07-13 01:18,8.52,not evaluated
2022-07-13 01:48,6.40,not evaluated
2022-07-13 02:18,8.52,not evaluated
2022-07-13 02:48,6.40,not evaluated
2022-07-13 03:18,6.02,not evaluated
2022-07-13 03:48,6.02,not evaluated
2022-07-13 04:18,8.52,not evaluated
2022-07-13 04:48,6.02,not evaluated
2022-07-13 05:18,5.68,not evaluated
2022-07-13 05:48,6.02,not evaluated
2022-07-13 06:18,5.68,not evaluated
2022-07-13 06:48,6.02,not evaluated
2022-07-13 07:18,6.02,not evaluated
2022-07-13 07:48,5.68,not evaluated
2022-07-13 08:18,6.02,not evaluated
2022-07-13 08:48,6.02,not evaluated
2022-07-13 09:18,6.02,not evaluated
2022-07-13 09:48,6.02,not evaluated
2022-07-13 10:18,5.68,not evaluated
2022-07-13 10:48,6.02,not evaluated
2022-07-13 11:18,6.02,not evaluated
2022-07-13 11:48,9.30,not evaluated
2022-07-13 12:18,9.30,not evaluated
2022-07-13 12:48,9.30,not evaluated
2022-07-13 13:18,9.30,not evaluated
2022-07-13 13:48,8.52,not evaluated
2022-07-13 14:18,9.30,not evaluated
2022-07-13 14:48,9.30,not evaluated
2022-07-13 15:18,9.30,not evaluated
2022-07-13 15:48,9.30,not evaluated
2022-07-13 16:18,9.30,not evaluated
2022-07-13 16:48,9.30,not evaluated
2022-07-13 17:18,9.30,not evaluated
2022-07-13 17:48,5.68,not evaluated
2022-07-13 18:18,5.38,not evaluated
2022-07-13 18:48,5.12,not evaluated
2022-07-13 19:18,5.38,not evaluated
2022-07-13 19:48,4.44,not evaluated
2022-07-13 20:18,4.86,not evaluated
2022-07-13 20:48,8.52,not evaluated
2022-07-13 21:18,5.38,not evaluated
2022-07-13 21:48,5.38,not evaluated
2022-07-13 22:18,5.38,not evaluated
2022-07-13 22:48,4.64,not evaluated
2022-07-13 23:18,6.02,not evaluated
2022-07-13 23:48,5.12,not evaluated
2022-07-14 00:18,9.30,not evaluated
2022-07-14 00:48,9.30,not evaluated
2022-07-14 01:18,9.30,not evaluated
2022-07-14 01:48,8.52,not evaluated
2022-07-14 02:18,8.52,not evaluated
2022-07-14 02:48,10.24,not evaluated
2022-07-14 03:18,9.30,not evaluated
2022-07-14 03:48,5.38,not evaluated
2022-07-14 04:18,5.38,not evaluated
2022-07-14 04:48,5.12,not evaluated
2022-07-14 05:18,5.12,not evaluated
2022-07-14 05:48,5.12,not evaluated
2022-07-14 06:18,5.38,not evaluated
2022-07-14 06:48,5.38,not evaluated
2022-07-14 07:18,5.68,not evaluated
2022-07-14 07:48,5.38,not evaluated
2022-07-14 08:18,5.68,not evaluated
2022-07-14 08:48,5.68,not evaluated
2022-07-14 09:18,6.02,not evaluated
2022-07-14 09:48,6.02,not evaluated
2022-07-14 10:18,5.68,not evaluated
2022-07-14 10:48,6.40,not evaluated
2022-07-14 11:18,6.02,not evaluated
2022-07-14 11:48,9.30,not evaluated
2022-07-14 12:18,10.24,not evaluated
2022-07-14 12:48,9.30,not evaluated
2022-07-14 13:18,9.30,not evaluated
2022-07-14 13:48,5.68,not evaluated
2022-07-14 14:18,8.52,not evaluated
2022-07-14 14:48,10.24,not evaluated
2022-07-14 15:18,8.52,not evaluated
2022-07-14 15:48,9.30,not evaluated
2022-07-14 16:18,9.30,not evaluated
2022-07-14 16:48,10.24,not evaluated
2022-07-14 17:18,9.30,not evaluated
2022-07-14 17:48,9.30,not evaluated
2022-07-14 18:18,9.30,not evaluated
2022-07-14 18:48,10.24,not evaluated
2022-07-14 19:18,9.30,not evaluated
2022-07-14 19:48,9.30,not evaluated
2022-07-14 20:18,10.24,not evaluated
2022-07-14 20:48,9.30,not evaluated
2022-07-14 21:18,10.24,not evaluated
2022-07-14 21:48,10.24,not evaluated
2022-07-14 22:18,10.24,not evaluated
2022-07-14 22:48,10.24,not evaluated
2022-07-14 23:18,10.24,not evaluated
2022-07-14 23:48,10.24,not evaluated
2022-07-15 00:18,10.24,not evaluated
2022-07-15 00:48,10.24,not evaluated
2022-07-15 01:18,10.24,not evaluated
2022-07-15 01:48,10.24,not evaluated
2022-07-15 02:18,10.24,not evaluated
2022-07-15 02:48,9.30,not evaluated
2022-07-15 03:18,10.24,not evaluated
2022-07-15 03:48,10.24,not evaluated
2022-07-15 04:18,9.30,not evaluated
2022-07-15 04:48,10.24,not evaluated
2022-07-15 05:18,8.52,not evaluated
2022-07-15 05:48,8.52,not evaluated
2022-07-15 06:18,10.24,not evaluated
2022-07-15 06:48,9.30,not evaluated
2022-07-15 07:18,9.30,not evaluated
2022-07-15 07:48,10.24,not evaluated
2022-07-15 08:18,9.30,not evaluated
2022-07-15 08:48,10.24,not evaluated
2022-07-15 09:18,4.86,not evaluated
2022-07-15 09:48,5.12,not evaluated
2022-07-15 10:18,5.12,not evaluated
2022-07-15 10:48,9.30,not evaluated
2022-07-15 11:18,10.24,not evaluated
2022-07-15 11:48,10.24,not evaluated
2022-07-15 12:18,10.24,not evaluated
2022-07-15 12:48,10.24,not evaluated
2022-07-15 13:18,10.24,not evaluated
2022-07-15 13:48,9.30,not evaluated
2022-07-15 14:18,10.24,not evaluated
2022-07-15 14:48,9.30,not evaluated
2022-07-15 15:18,9.30,not evaluated
2022-07-15 15:48,9.30,not evaluated
2022-07-15 16:18,9.30,not evaluated
2022-07-15 16:48,10.24,not evaluated
2022-07-15 17:18,9.30,not evaluated
2022-07-15 17:48,10.24,not evaluated
2022-07-15 18:18,9.30,not evaluated
2022-07-15 18:48,9.30,not evaluated
2022-07-15 19:18,9.30,not evaluated
2022-07-15 19:48,9.30,not evaluated
2022-07-15 20:18,9.30,not evaluated
2022-07-15 20:48,9.30,not evaluated
2022-07-15 21:18,10.24,not evaluated
2022-07-15 21:48,10.24,not evaluated
2022-07-15 22:18,9.30,not evaluated
2022-07-15 22:48,10.24,not evaluated
2022-07-15 23:18,10.24,not evaluated
2022-07-15 23:48,10.24,not evaluated
2022-07-16 00:18,9.30,not evaluated
2022-07-16 00:48,9.30,not evaluated
2022-07-16 01:18,10.24,not evaluated
2022-07-16 01:48,10.24,not evaluated
2022-07-16 02:18,9.30,not evaluated
2022-07-16 02:48,10.24,not evaluated
2022-07-16 03:18,9.30,not evaluated
2022-07-16 03:48,9.30,not evaluated
2022-07-16 04:18,9.30,not evaluated
2022-07-16 04:48,10.24,not evaluated
2022-07-16 05:18,10.24,not evaluated
2022-07-16 05:48,9.30,not evaluated
2022-07-16 06:18,9.30,not evaluated
2022-07-16 06:48,9.30,not evaluated
2022-07-16 07:18,9.30,not evaluated
2022-07-16 07:48,8.52,not evaluated
2022-07-16 08:18,9.30,not evaluated
2022-07-16 08:48,8.52,not evaluated
2022-07-16 09:18,9.30,not evaluated
2022-07-16 09:48,9.30,not evaluated
2022-07-16 10:18,9.30,not evaluated
2022-07-16 10:48,9.30,not evaluated
2022-07-16 11:18,10.24,not evaluated
2022-07-16 11:48,10.24,not evaluated
2022-07-16 12:18,9.30,not evaluated
2022-07-16 12:48,9.30,not evaluated
2022-07-16 13:18,10.24,not evaluated
2022-07-16 13:48,9.30,not evaluated
2022-07-16 14:18,9.30,not evaluated
2022-07-16 14:48,9.30,not evaluated
2022-07-16 15:18,9.30,not evaluated
2022-07-16 15:48,9.30,not evaluated
2022-07-16 16:18,9.30,not evaluated
2022-07-16 16:48,7.30,not evaluated
2022-07-16 17:18,7.30,not evaluated
2022-07-16 17:48,6.40,not evaluated
2022-07-16 18:18,6.40,not evaluated
2022-07-16 18:48,8.52,not evaluated
2022-07-16 19:18,6.40,not evaluated
2022-07-16 19:48,9.30,not evaluated
2022-07-16 20:18,6.40,not evaluated
2022-07-16 20:48,6.82,not evaluated
2022-07-16 21:18,9.30,not evaluated
2022-07-16 21:48,9.30,not evaluated
2022-07-16 22:18,8.52,not evaluated
2022-07-16 22:48,9.30,not evaluated
2022-07-16 23:18,9.30,not evaluated
2022-07-16 23:48,9.30,not evaluated
2022-07-17 00:18,9.30,not evaluated
2022-07-17 00:48,7.86,not evaluated
2022-07-17 01:18,10.24,not evaluated
2022-07-17 01:48,7.30,not evaluated
2022-07-17 02:18,8.52,not evaluated
2022-07-17 02:48,9.30,not evaluated
2022-07-17 03:18,7.86,not evaluated
2022-07-17 03:48,9.30,not evaluated
2022-07-17 04:18,7.30,not evaluated
2022-07-17 04:48,7.86,not evaluated
2022-07-17 05:18,8.52,not evaluated
2022-07-17 05:48,7.86,not evaluated
2022-07-17 06:18,6.82,not evaluated
2022-07-17 06:48,8.52,not evaluated
2022-07-17 07:18,7.86,not evaluated
2022-07-17 07:48,6.82,not evaluated
2022-07-17 08:18,7.30,not evaluated
2022-07-17 08:48,6.02,not evaluated
2022-07-17 09:18,6.82,not evaluated
2022-07-17 09:48,7.86,not evaluated
2022-07-17 10:18,7.30,not evaluated
2022-07-17 10:48,7.30,not evaluated
2022-07-17 11:18,8.52,not evaluated
2022-07-17 11:48,7.30,not evaluated
2022-07-17 12:18,9.30,not evaluated
2022-07-17 12:48,7.86,not evaluated
2022-07-17 13:18,8.52,not evaluated
2022-07-17 13:48,9.30,not evaluated
2022-07-17 14:18,8.52,not evaluated
2022-07-17 14:48,7.86,not evaluated
2022-07-17 15:18,6.40,not evaluated
2022-07-17 15:48,8.52,not evaluated
2022-07-17 16:18,8.52,not evaluated
2022-07-17 16:48,8.52,not evaluated
2022-07-17 17:18,8.52,not evaluated
2022-07-17 17:48,8.52,not evaluated
2022-07-17 18:18,8.52,not evaluated
2022-07-17 18:48,8.52,not evaluated
2022-07-17 19:18,7.86,not evaluated
2022-07-17 19:48,7.86,not evaluated
2022-07-17 20:18,8.52,not evaluated
2022-07-17 20:48,8.52,not evaluated
2022-07-17 21:18,8.52,not evaluated
2022-07-17 21:48,7.86,not evaluated
2022-07-17 22:18,9.30,not evaluated
2022-07-17 22:48,7.86,not evaluated
2022-07-17 23:18,8.52,not evaluated
2022-07-17 23:48,9.30,not evaluated
2022-07-18 00:18,8.52,not evaluated
2022-07-18 00:48,8.52,not evaluated
2022-07-18 01:18,9.30,not evaluated
2022-07-18 01:48,10.24,not evaluated
2022-07-18 02:18,9.30,not evaluated
2022-07-18 02:48,9.30,not evaluated
2022-07-18 03:18,8.52,not evaluated
2022-07-18 03:48,9.30,not evaluated
2022-07-18 04:18,9.30,not evaluated
2022-07-18 04:48,9.30,not evaluated
2022-07-18 05:18,8.52,not evaluated
2022-07-18 05:48,8.52,not evaluated
2022-07-18 06:18,10.24,not evaluated
2022-07-18 06:48,9.30,not evaluated
2022-07-18 07:18,8.52,not evaluated
2022-07-18 07:48,9.30,not evaluated
2022-07-18 08:18,9.30,not evaluated
2022-07-18 08:48,9.30,not evaluated
2022-07-18 09:18,9.30,not evaluated
2022-07-18 09:48,9.30,not evaluated
2022-07-18 10:18,9.30,not evaluated
2022-07-18 10:48,8.52,not evaluated
2022-07-18 11:18,9.30,not evaluated
2022-07-18 11:48,9.30,not evaluated
2022-07-18 12:18,8.52,not evaluated
2022-07-18 12:48,9.30,not evaluated
2022-07-18 13:18,6.40,not evaluated
2022-07-18 13:48,9.30,not evaluated
2022-07-18 14:18,6.40,not evaluated
2022-07-18 14:48,9.30,not evaluated
2022-07-18 15:18,5.68,not evaluated
2022-07-18 15:48,9.30,not evaluated
2022-07-18 16:18,9.30,not evaluated
2022-07-18 16:48,9.30,not evaluated
2022-07-18 17:18,6.40,not evaluated
2022-07-18 17:48,9.30,not evaluated
2022-07-18 18:18,6.40,not evaluated
2022-07-18 18:48,9.30,not evaluated
2022-07-18 19:18,6.02,not evaluated
2022-07-18 19:48,6.40,not evaluated
2022-07-18 20:18,6.02,not evaluated
2022-07-18 20:48,6.02,not evaluated
2022-07-18 21:18,5.68,not evaluated
2022-07-18 21:48,25.60,not evaluated
2022-07-18 22:18,6.02,not evaluated
2022-07-18 22:48,5.68,not evaluated
2022-07-18 23:18,6.02,not evaluated
2022-07-18 23:48,5.38,not evaluated
2022-07-19 00:18,6.02,not evaluated
2022-07-19 00:48,6.40,not evaluated
2022-07-19 01:18,6.40,not evaluated
2022-07-19 01:48,5.68,not evaluated
2022-07-19 02:18,6.40,not evaluated
2022-07-19 02:48,6.82,not evaluated
2022-07-19 03:18,6.40,not evaluated
2022-07-19 03:48,6.40,not evaluated
2022-07-19 04:18,6.82,not evaluated
2022-07-19 04:48,6.02,not evaluated
2022-07-19 05:18,9.30,not evaluated
2022-07-19 05:48,6.82,not evaluated
2022-07-19 06:18,6.82,not evaluated
2022-07-19 06:48,6.40,not evaluated
2022-07-19 07:18,6.40,not evaluated
2022-07-19 07:48,6.82,not evaluated
2022-07-19 08:18,6.82,not evaluated
2022-07-19 08:48,6.02,not evaluated
2022-07-19 09:18,8.52,not evaluated
2022-07-19 09:48,6.40,not evaluated
2022-07-19 10:18,6.40,not evaluated
2022-07-19 10:48,6.40,not evaluated
2022-07-19 11:18,6.82,not evaluated
2022-07-19 11:48,6.40,not evaluated
2022-07-19 12:18,6.40,not evaluated
2022-07-19 12:48,6.82,not evaluated
2022-07-19 13:18,6.82,not evaluated
2022-07-19 13:48,7.30,not evaluated
2022-07-19 14:18,6.82,not evaluated
2022-07-19 14:48,6.82,not evaluated
2022-07-19 15:18,7.30,not evaluated
2022-07-19 15:48,7.30,not evaluated
2022-07-19 16:18,6.82,not evaluated
2022-07-19 16:48,7.30,not evaluated
2022-07-19 17:18,7.30,not evaluated
2022-07-19 17:48,7.30,not evaluated
2022-07-19 18:18,7.30,not evaluated
2022-07-19 18:48,8.52,not evaluated
2022-07-19 19:18,6.82,not evaluated
2022-07-19 19:48,7.86,not evaluated
2022-07-19 20:18,7.86,not evaluated
2022-07-19 20:48,6.40,not evaluated
2022-07-19 21:18,7.30,not evaluated
2022-07-19 21:48,6.02,not evaluated
2022-07-19 22:18,6.82,not evaluated
2022-07-19 22:48,6.02,not evaluated
2022-07-19 23:18,6.40,not evaluated
2022-07-19 23:48,6.40,not evaluated
2022-07-20 00:18,6.40,not evaluated
2022-07-20 00:48,6.02,not evaluated
2022-07-20 01:18,6.82,not evaluated
2022-07-20 01:48,6.02,not evaluated
2022-07-20 02:18,6.40,not evaluated
2022-07-20 02:48,6.02,not evaluated
2022-07-20 03:18,6.02,not evaluated
2022-07-20 03:48,6.82,not evaluated
2022-07-20 04:18,6.40,not evaluated
2022-07-20 04:48,6.82,not evaluated
2022-07-20 05:18,6.82,not evaluated
2022-07-20 05:48,6.82,not evaluated
2022-07-20 06:18,6.82,not evaluated
2022-07-20 06:48,6.82,not evaluated
2022-07-20 07:18,6.82,not evaluated
2022-07-20 07:48,6.82,not evaluated
2022-07-20 08:18,7.30,not evaluated
2022-07-20 08:48,6.02,not evaluated
2022-07-20 09:18,6.02,not evaluated
2022-07-20 09:48,6.02,not evaluated
2022-07-20 10:18,5.68,not evaluated
2022-07-20 10:48,6.02,not evaluated
2022-07-20 11:18,6.02,not evaluated
2022-07-20 11:48,6.02,not evaluated
